Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta
4.033708298048784,5.213576824986097,5.986993371672182,5.892716762329078,2.9519574788404763,2.849647341935736,3.3705292241057205,6.4771285333925315,2.75648820842252,1.5992160522242644,6.218044685649008,4.42580966301497,4.12591070348183,4.93814546889803,5.066276037784372,2.2095694396896,7.13564843149041,5.394192121014216,6.150426401773196,7.388492960708659,4.329457196077956,2.8145822111771794,5.2856128126350725,2.1189009677402333,2.776668443505144,5.977270074300695,1.8163203955357456,1.6390218477413985,8.14201299812326,3.0567792851062987,6.979217658947433,5.595026081036385
5.168781966178925,6.87631130875063,7.412826831354147,7.860149513966607,3.6982113948746393,4.082658892267168,4.398250380756637,9.528769221713002,3.3469168882202984,2.1335270587795723,8.391181090911097,6.08793776283222,5.0623593668690265,6.235461111799457,6.823278755955102,2.787098897935508,9.042583041639704,7.340430161329719,8.622499260110732,9.715652930725662,5.7418873741167475,3.466650387379812,7.4427406093797055,2.5514662260213266,3.667674379758093,7.689877230334162,2.1265976255974586,2.096657572826928,11.063440606672804,3.5147527429287053,9.617805452061676,7.933541349844956
4.8238169240621165,6.144566616600098,7.207593602296506,8.467163019153038,4.439370793813608,3.78833094485525,4.287061499385513,9.80969868246726,3.7324546261751412,1.87132496571902,8.875387206431322,6.65815832696227,4.919136558100657,5.419307546474806,5.725816095552712,2.5015201570165315,10.096841238507675,7.372214231983013,10.864813185706645,11.481113580487593,5.0007414888757005,3.6329022176893866,8.46647802498933,2.440456090166518,3.981715106192084,8.683353243368702,2.4911924827001832,2.0335027144144533,11.017671263372774,3.285408943100577,9.121639592289684,6.82980263535662
4.274496266669222,6.637779453507438,7.4729248929301235,6.8958550911868715,3.642890697320588,3.3746980859863784,4.056824731255866,8.55017059894212,3.8636998938465936,1.849190349222624,8.257740039718255,5.8032839885981184,4.747363298004366,5.467596416963509,5.722999043675901,2.5324571372578317,10.78506054647858,11.026002747886958,15.0050293871984,13.477664276626372,5.415645293344957,4.4663560981864245,10.660392295119038,7.609377583800517,3.3739322885616136,8.652349566038035,2.3279068153756968,1.6862927071356926,10.97649558543247,3.0593561630120565,8.832799632996275,6.915572246989074
2.6766803918205886,3.0427812985241096,3.1898975267864467,3.6246830082762314,1.921286957478474,2.008123417785357,1.8123820763819511,3.7588855325071466,1.8658173924227104,1.4262365636410883,3.0660680172454815,3.208378053584988,3.0760037421267366,3.201056916012103,3.2553003223430115,1.7852074219216991,3.7345204150916023,2.9749286977182106,3.4792257941474265,3.9679711824962514,3.3081660917599263,2.0707807745518707,3.625642377725291,1.9380867499635308,1.7826997138750251,3.5082987194057296,1.5242099187330755,1.5428741864905475,3.7976295509480513,2.330344626264344,3.778990259983889,3.756062149413909
3.9499886582541657,4.839520294213285,5.361156826262595,5.662045895999997,2.576156308239803,2.7778952914854753,3.386968404412821,6.669679074598875,2.770193733440477,1.8357029645851968,6.019471490788125,4.144679320834212,4.2528547654229305,4.805332080605923,4.978862743304601,2.3500863927910927,6.689288622222338,5.371441685559441,5.245578853534722,6.43962120132262,4.2568623185544805,2.9140525265011457,4.9001615322082825,2.3233972390521287,2.7662417733965023,5.492355689726188,1.8849107609812668,1.8358788337352592,8.270988157780806,2.94267760262531,7.501763474937019,6.478680845533131
4.630205546721593,6.229006824209052,7.02833301002709,7.9471884655625775,4.108321590119884,4.184572153733616,4.947863311283252,12.11663288761825,3.8283962467499433,1.798828554761981,10.506867614287923,5.288273748993275,4.8327887052737255,4.821199587192559,4.858294742573947,2.3313233197376784,9.428953533574724,7.485100850625358,5.76552299890117,8.69749496727353,5.02666412625341,3.809866122928753,5.145444002075768,2.083384550674682,4.526796074835941,8.261415873845639,1.8853395794582093,1.6646447572599874,13.84387103802432,2.9919254565664155,9.276280228038127,5.547948163262165
6.392393709675809,8.503028991350408,8.742924906921552,9.550861361878482,5.066777485881066,4.35532028469191,3.9925459915150574,10.054243961368638,4.02054862095847,2.313144083779078,10.138304042150255,7.641857910013262,5.780496193894097,6.6489515842362925,7.196649490982916,2.766805234083097,11.86356959821241,9.622015131852079,13.911324033584124,13.712043423477542,5.3888706409319385,3.644867663423744,9.844815575517911,2.65062526259506,4.156104949099008,8.202237527129721,2.6940412276052617,2.0361384196008414,12.354185794851368,4.5234275123263865,10.579075669114538,8.34857993054891
6.510494180495063,9.677640703835603,10.821838837612317,11.842003132090786,6.177393409574636,5.618555083194087,5.754835807297687,14.717575319619137,5.072720385162106,2.4253091616370317,14.963099108047835,9.158301703482627,7.0716562567368575,7.8343722667451825,8.421947384488686,3.497617212881517,15.643744541384086,14.181346381490615,20.31881759697818,19.645181748619986,6.331603963955415,4.754010767331995,15.008902713976257,3.1850796250695304,5.3500630216245355,10.8887540390132,2.8692076869413383,2.1712593878655793,17.67047678696095,4.807158127652851,13.732251185446708,9.603018945314744
4.23017241921552,5.167648320942416,5.503157634803789,6.201495999577847,3.8125884439382514,3.014072679307834,3.373540141005143,8.796025789018794,2.9215247603183845,1.784661368379736,7.603722493875389,4.528939389221981,4.131367124561439,4.249607631165579,4.478969941310645,2.219241405553066,7.840696638384242,5.46717161092335,6.677765274631512,7.861763112741863,3.9251086583165296,2.6729203425068913,5.8688422050331255,2.077613341646871,3.211674986802621,6.019082222115516,1.9261337452336635,1.8276644314812536,9.688111381890144,2.585794529678715,7.333885069786915,5.189701429207512
