Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta,Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha,Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta,Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma,arousal
3.947182886626546,2.7074437041721233,1.3708089455222876,3.0067600091674973,0.577399016726897,1.93544681473148,3.5673523515698284,1.5643169173719127,0.37898998795279826,2.0265655668138702,0.5488667797894133,0.5333394660671092,1.0691540553128203,4.566762459077361,4.913638560606053,0.5840898677590879,9.447690113389534,3.307074899063794,1.61280720995451,6.140168951927227,0.5465464964098087,1.46830221238059,0.5545551482664813,1.1055765408113898,0.6788761469061386,1.545278921754175,0.3107889077827772,0.5229820041741222,1.7764993313408237,0.9308523330868622,2.3836789508569516,1.7746604374288193,4.25178949456161,2.843704864052082,1.5709764052365385,3.115285097416639,0.5908247217958063,2.0578072057138206,4.018134871353815,2.0837917586589336,0.6489510312299758,2.6856382002051227,0.9521617419039118,0.6729802388163559,1.2592768587540921,4.662701426204125,4.422702003086336,1.0031299313378221,9.809389420991426,4.172105462278269,1.9005726596222658,6.0929717468282885,0.6082586034569072,1.5038293731099013,0.5650554483839734,1.2202383601016225,1.2115702518843952,1.9833747244024056,0.36772027995243783,0.7597682572145397,2.13163697263669,0.758069940681429,1.810855287181118,1.3982766244714804,5.782265274414982,3.4095482087976485,1.3666788373736887,1.7501901164303018,0.4773814091315063,1.1202400278663083,2.266901593090054,1.3450735004808019,0.3735541965444089,1.326273572931222,0.4202194165963434,0.3639426171308213,0.6302649505392994,2.5416945517098415,2.5821513312607034,0.43211372914513047,7.443146204089371,3.4355161711988416,0.9930970294517238,3.7464292794696665,0.37053458096135333,1.0762415931386762,0.3014042591643007,0.6500924325077285,0.5805191954694802,1.4031094515257416,0.23109629834521106,0.37668722028306983,1.128643786425203,0.39682231348348823,0.871474372137072,0.6923233161367778,3.5604671302647097,1.9635950141417031,0.5633159686653348,0.5449244904947139,0.19055195301317812,0.31486327346191045,0.6917916284437122,0.5027219421998934,0.09805313472232818,0.324758811101402,0.07481056051132814,0.10172519200032534,0.15053036180673446,0.7481367597904489,0.8527651741392378,0.07147167612115185,3.0510555675808013,1.2912423533249435,0.2545919494776765,1.2055976240062218,0.12163148681811463,0.4059621180423126,0.07723387153412735,0.16486941069038788,0.10961415366273548,0.647342900508882,0.07507362092790117,0.08120605907265302,0.28659504738829633,0.11436093671098149,0.23593309253641775,0.22886803420549773,1
3.059068721388517,1.7658254201004364,1.27779432863675,2.8442050225635973,0.6832785651566353,2.0499109681332643,2.9022591622421943,1.2232008211426748,0.3944632117244197,1.7196066115710593,0.49642268508283144,0.5901584443046625,1.068189114742685,3.196186231515787,2.9499962492202756,0.5135984484232612,7.014529176382109,3.4604279725399714,2.091521001691478,3.6071787670231497,0.4704206064122465,1.1596912240494548,0.4083725094937071,0.7063782503500625,0.4810938806954723,1.8304597329447319,0.18337233402603306,0.5719824911148631,1.4003838760392446,0.8593970990468004,1.6828419848719756,1.8031374614759381,3.1656963860848846,1.741884160041471,1.3554997514513774,2.750476892472606,0.6557011680309162,2.0526282728275587,3.2645530456084617,1.491681468068547,0.6420158018649122,2.0128074673401635,0.6696101044945753,0.6280004101426702,0.9864179855543471,3.170665804188606,3.033851756343048,0.60557951211011,7.068881966396187,3.9715296897933126,2.030000199991482,3.89073493728005,0.4738497001528197,1.108526271537499,0.38214244766216354,0.7231425385474812,0.9578162286663716,2.1671676429215667,0.24514253339962788,0.5939694030366607,1.6484217636415472,0.669960904188994,1.3054263991244288,1.2593762867476774,5.329351395523424,2.475804490418346,1.414873858925062,1.5093693877354857,0.5711002899645728,1.0134790723353138,1.802940420420742,1.1426873770676085,0.4000223834219887,1.0506835809591544,0.33193682586220347,0.39398381042726865,0.5027477903753061,1.813818540842889,1.9347117028038763,0.2892772635885296,6.372429603125759,3.2898684370594484,0.995641825870997,2.71329076257627,0.31431399177391384,0.8669537558077914,0.23171216975615172,0.44633768216210834,0.5150574865756296,1.5778997709984681,0.19162926880374975,0.3093763040031929,0.9002027719976269,0.34687446042100384,0.6289823670327389,0.5220730267380809,3.355380959520654,1.6363459601633252,0.6282854391633175,0.47575318978797543,0.24525566258537265,0.2343372833057947,0.47581640408273734,0.49259662364130646,0.10545894161808622,0.2547570040290035,0.06612747156892844,0.13523967230853962,0.12769136003155768,0.5484293720601864,0.6368391780268003,0.0608818223645234,2.6024111675271357,1.2466503773933868,0.22328666061731783,0.9185937167172243,0.11310784419978914,0.3261705491793156,0.061818735513823,0.1232374376734076,0.09682409225039064,0.749228099371443,0.0621128097919369,0.07352989131930804,0.20958726481543707,0.09988817325301727,0.17275893474030019,0.12192931304957717,0
4.151794305724942,2.4675247571916863,1.1922849949295393,4.0438246140385,0.736539523233119,2.4553048972315064,4.054734501099998,1.2542981608522485,0.41045425821504944,2.1624657571967005,0.49239511850843726,0.6600933212749859,1.1833985328199728,3.2860310129774786,3.58177387530058,0.6009518906454678,9.133287041905476,3.706938769726221,2.1933289095957775,4.525442476766825,0.4879060054686519,1.4352885143610044,0.34300629220154977,0.7072859781406473,0.4118327650970072,1.8127695892762337,0.35018822429374935,0.7728069947702739,1.563094385767598,1.1074810450589598,2.2113527784585774,1.888633925817141,4.269070003199854,2.5330298907166426,1.2316576576254086,3.7358286550657156,0.6711175878749731,2.214029468898298,3.973501910619629,1.403473608594489,0.6249640964343605,2.518614199308555,0.7200473137933568,0.6855114758080747,1.093842656495361,3.0620597420208657,3.1158681665036854,0.8070634424200926,8.477296391949578,3.5259364431361417,2.0656006692934423,4.3132216769023675,0.41227840032220264,1.244363218998355,0.3472586938514646,0.7647072980315133,0.7942655740512623,1.7453562716773952,0.4660424514962268,0.985770573774792,1.5560209741694515,0.9367682600879976,1.7677897836957448,1.448627857157999,4.283262668545796,2.479495938593566,0.8519164254702778,2.1685269907622824,0.36929230613938513,1.104051064198664,2.088004361904129,0.8709016677703053,0.335365303897903,1.2447744633202447,0.3184223707777469,0.34857201661875753,0.5252090582953726,1.7834560342776282,1.9204509720965588,0.3442747726957782,5.319457249738593,2.2511377732848583,0.9401753673441678,2.6321851046569225,0.1939469454829997,0.7531696090498299,0.18066754632056267,0.4226494412171086,0.40324805961772964,0.8654426270432746,0.2710573579798937,0.4667077528932426,0.79636201767395,0.48217631234199526,0.8287791234310048,0.6345758629637416,2.1217978241337363,1.2534628657151476,0.29671369889331467,0.6768786189649245,0.12448891383085711,0.2650783901158146,0.5295320384031638,0.2863205389243544,0.08267207992202873,0.2756194331367629,0.056435123916658385,0.0929256596699034,0.13193651421972935,0.5857458648023474,0.6652394693200033,0.055567521840849766,1.7053061221233157,0.796259084139388,0.20665259497324892,0.7930350780736384,0.058329063849473624,0.2522510698604217,0.04278607766458487,0.11572064784791172,0.06689918578145822,0.21253222864309035,0.0752427527383653,0.09057307710544275,0.18515157230266588,0.1501131334753744,0.2137477769857492,0.20426647629902547,1
6.747115961494647,5.600902878201801,1.5586056790507044,6.008260965656921,0.948247588249813,3.5317824563091347,6.676986353230123,1.4804875748836561,0.6021083276108695,3.1893436178733072,0.5846515195242471,1.0344492294975485,1.4356435608796174,5.06532201699457,6.538697684611816,0.7663501365977584,15.75323853264229,6.234339299444232,2.840727752903843,8.091583129731541,0.48974975612676913,2.882942971805291,0.5125446071982688,0.8027620069703166,0.581634397443986,3.165258988759413,0.6375997306682359,0.8319147269705892,2.3121919821844115,1.2659936637974634,2.640206805545592,2.078312576565299,6.832921188756908,5.091154884221997,1.5637496216331477,5.634305068235625,0.9365056185912667,3.0541049240474507,6.515349370842307,1.9459508571865884,0.7258446752027402,3.590375954273261,0.8961652749476374,1.177122292704978,1.3490432316183665,5.154136300210226,6.1943756196392545,1.1363997563159067,15.322886821574873,5.851717884455422,2.487525212756747,7.980559265633579,0.5631475007718767,2.6086027384979062,0.5237392677888563,1.0497021616941065,0.9596021444709422,3.2114607778331807,0.7331525259967946,1.0531967211214108,2.3320478547336103,1.2462911675275208,2.2843895382148154,1.6498628710964964,6.830461061148495,4.186222956219042,1.2145151360485302,3.7853803550689253,0.7874054251084566,1.866757759871886,4.292483388901956,1.4391882219360912,0.5552903837325193,2.0519105218191784,0.5007688311622712,1.1822490747056156,0.8040495125228921,3.4861190772747332,4.528008622637952,0.4827068456982225,12.190964378809168,5.089222872731109,1.4675782461305469,5.486584246342036,0.3752067272339574,2.2171341663783193,0.278227165058366,0.5919017803202894,0.5337521819304437,2.523865812239961,0.6908569572770523,0.5493647023272339,1.3187674537451992,0.9439668325032026,1.3480175039485924,0.8309307395758596,3.904579304414888,2.2001208938905443,0.4901952709036718,1.7017045804742277,0.3793154569121891,0.7398802653940305,1.7975682988206518,0.7024519148793257,0.26772323834137146,0.7445379173681662,0.21148536321838057,0.853911475176653,0.30608008504764694,1.4356124948089997,2.0486183902132673,0.08554196759196858,5.598835317727059,2.453762002943048,0.567358692959212,2.20832189219312,0.15725801416067914,1.103216782194587,0.08117860733840138,0.17809670994648413,0.16504455492293502,1.4901815399116527,0.39502406244188504,0.17123822897371108,0.4525587736698331,0.46105572362139197,0.5342180533036328,0.31096247740068983,0
6.9562574500493,4.931807764570435,1.598088528696426,7.446195955795936,1.5154294754931854,4.040759375126124,8.62079664854231,1.201746818574147,0.9360730451659061,3.558529788306913,0.4957907759012487,0.7146026055240274,1.537022390693022,5.173599009280001,7.851159468669626,0.793260454974566,17.55386705965371,9.133410913436613,3.5510949922459596,9.884217370422904,0.49095316434071185,3.8992293622419805,0.5023407973387441,0.8719463712962908,0.7003472820613328,3.7534254166676218,0.924423702849186,0.9800305491282112,2.3668522282445186,1.1679300408411415,3.078380683139977,1.9246489197462113,7.153735340341511,4.854777910046338,1.6115053016304222,7.32074626947932,1.4827681134574293,3.687630275380688,8.187541938424806,1.4700715131459934,1.0087750601325784,4.113235565510992,0.7827356932998382,0.8119349561777134,1.4496387449890467,5.080014052611508,7.32679312227805,1.086515590830567,16.98508469952949,8.53094688174206,3.248661777195366,9.709379440580541,0.5211684720265445,3.3332072793686285,0.4998414740644139,0.8866231584914346,1.1422986943699927,3.7494619773542524,0.9302085053607347,1.410925910567078,2.237784413790273,1.0478963995012733,2.7420579611226152,1.452290814374275,5.459701857416107,3.774092499515479,1.0831411292522766,4.373912552958779,0.9687591554357736,2.0531658195619076,4.8686421628810175,0.9540209378995419,0.6540933381559665,2.1647617435874182,0.39503137104276953,0.5177831039698391,0.8636948894549129,3.0381344178481346,4.661631337980543,0.47225491348081045,12.612819443948775,6.201115748986851,1.8041478284343995,6.084016105755951,0.43118524356977206,2.565399445612209,0.3194537725051083,0.5182502279741992,0.6809578081346398,2.344289006073533,0.7613896200601648,0.6936323772732159,1.2189161801668467,0.705674485599793,1.5626917697678306,0.757846539545723,2.4966714872279776,1.7833445807509478,0.39268886146117177,1.570697819563203,0.3667501143956653,0.6720731321463961,1.704472777541763,0.3795951525845789,0.2838816077128092,0.6246828490827249,0.09589501431930059,0.2105782758079277,0.3020773338862825,1.1722241166460463,1.8266031632099007,0.09254612157577694,5.42115161312033,2.534225895836463,0.5838655307923244,2.1238447659886006,0.3189014210311969,1.1990023905668856,0.1301392318878949,0.176400282303932,0.28910073014339827,0.8880998937287135,0.3950752725228994,0.18525818838226582,0.40254354588036856,0.29512401043847236,0.5116971196444839,0.28804005830667145,1
6.757977352296597,5.583679151853644,1.7297113576477816,5.5041390402583446,1.2873863823627303,3.3055822824199823,7.431978114847254,1.4429374363826266,0.4499354050344184,2.708186385116843,0.5167062953931956,0.45639556726383135,1.5809404507295517,4.488326629607916,6.986320649027629,0.8023059404053496,13.629334195357538,8.664388867740257,2.947444381972261,7.909431664618025,0.8361693195724672,4.159160352401163,0.5934559459093373,0.9158182167736051,0.5538874543666886,2.54698345633291,0.7814512384482691,0.7239172950896275,2.639876648557921,1.306203765056172,2.778296119202258,2.5411607230140167,7.1288291544713935,5.290886916274767,1.9446318327003036,4.872521608267888,1.2000298040911375,2.733392893447766,6.322042970655778,1.5125055480241067,0.6908090829473928,2.9200994202466095,0.7488176586127014,0.5847542132304879,1.3676771494230942,3.648238662787663,5.586306831256117,0.9548042126066982,12.069946908742768,7.007365867412455,2.4615839477636436,6.868227328885368,0.7559521488538495,3.3497561461586614,0.5894674507391473,0.8477396861847819,0.9399708490170191,2.3165961084467663,0.8597238994851344,0.982017192830672,2.193842208851954,1.0193741075132434,2.0158923553966446,1.6750932022641705,12.251881783608596,6.223234318237978,2.3939922551253137,3.7229844428885293,0.9361791859237156,1.7938350863200363,4.302804216088806,1.0537194742841403,0.4384122018359495,1.6953156747763687,0.33727469304004565,0.3082449405702573,0.6822763884175918,2.2082688478491126,4.0904758189987085,0.42628324756531333,12.421333020362347,6.6169737057296985,1.5420536488579593,5.421896754774527,0.5038433061392511,2.489121781287034,0.35654668631314007,0.487963720569698,0.5090860139964942,2.024322830453016,0.6049057366892868,0.5219342804109157,1.1913653977133756,0.5619436055347026,1.1014829514041329,0.6706961244891826,9.483377229040386,4.447226518146813,1.499906217654968,2.0584278366666653,0.5023961555965164,0.8864885874716903,2.261680143226049,0.4699963992397347,0.17397124361425975,0.7132308655399178,0.06045015775919743,0.09045209225155998,0.22296525125681232,1.0003072407960323,2.315717714450418,0.08400556414895351,7.426761271435226,3.843566418282895,0.7124578083762492,2.720819874807108,0.2210011156504902,1.4097111137341602,0.11942401310592661,0.17693578741068772,0.11646299721012941,1.189980581948519,0.304632067640792,0.16279734814987054,0.4079377552707917,0.2321448725193511,0.5300907495959135,0.17647598438658582,0
7.51076433194602,5.947785231370093,1.2823443796491694,5.885986947291628,1.574511529796971,3.325655799240449,7.518119356497114,1.3786226084441686,0.5695398775821974,2.6599814145403347,0.4075190471082779,0.5529435838573997,1.5631444682888602,3.6879782901395957,7.103890445294842,0.6049187138986802,13.47277831432343,7.695896126268971,2.76351764116493,7.783634879376528,0.8169523133726889,4.311919004821481,0.5998815527944239,0.857629803588428,0.4866456718137231,2.7236111332249453,0.9899348647121343,0.7455154529229029,1.9037848807461721,1.2539693809687236,2.4432952800560597,1.9100989365099006,7.840339938171116,5.59983448542357,1.453291194426691,5.651933052681882,1.466275117226521,2.888452313211154,7.157284489368389,1.679678854397482,0.5497319959901186,3.061087149595986,0.5392495182760976,0.535157176461293,1.2977142782160445,3.5409311872057607,6.046553559170201,0.8019119328136046,13.467096322336324,7.122018860519725,2.3476873261585,7.186584319680831,0.7432692162934643,3.814801739105298,0.4785571246175263,0.819415700484288,0.9067286576940423,2.6574717912420334,0.9473475415315635,0.9989773109612488,2.0523216180172286,0.9018308708119096,1.9137340044917173,1.4337705766344004,11.124176956084073,6.040301188926702,1.8906150775352515,4.183337916335852,1.1978026591889404,1.9717972396730608,5.085857668678298,1.1736092778100324,0.40476909060146227,1.9098455680148803,0.26664393336384046,0.3258017171699098,0.7863202154601963,2.5562107075662976,4.83832943211949,0.3709527952115537,11.945334943363173,6.295756058026652,1.5861202241516175,5.440354100225348,0.5158247826567297,3.0668547097455536,0.28192452552795366,0.5056845757743186,0.48085597973083033,2.0124007030792943,0.6561124693071072,0.4983269694502146,1.314555828229393,0.5682724231530767,1.2100980178194956,0.734507308121272,8.961092031743146,4.252749581470427,1.1109688621917715,2.3649234222028284,0.669520220461949,1.0088395510970007,2.7611816522607713,0.4936638879506463,0.19866084813606666,0.8382361245044343,0.06088596603504491,0.12711508762590162,0.31115395964950276,1.3103144588060003,2.918562654645511,0.07983243138420026,6.546612052687739,3.6721927407764494,0.809436463232837,2.8034843356285,0.2527122370984911,1.8265815472430056,0.10069388460232367,0.2003009589891685,0.13812493103881374,1.0861118758450852,0.35068924555070047,0.15581201650998094,0.5071298549822603,0.27279644091513205,0.6182485245867327,0.2553261779343948,0
3.510058354972307,2.3401237323997646,0.9747936724839263,2.6726657770387283,0.6199388239139206,1.4800625562854794,2.267231358315419,1.0637587144618463,0.2782447025404409,1.4488373433469608,0.37810357791822374,0.4291743245658517,0.6570984613296891,2.3747226502703462,2.754759658212818,0.4289322507832452,6.588394937215831,1.969918059363377,1.3940808055766516,3.3893757388420447,0.3571904885840957,1.001315362036966,0.3826582990300799,0.47553136758339515,0.3370430475286516,1.1376523492882613,0.37756527924850386,0.5057333981238274,1.0723462471015421,0.8057864464310818,1.5125942878439897,1.255241261605778,4.446713033671663,2.586598816777842,1.3435263884636521,2.7660939742616675,0.6657765726286617,1.6147214589386625,2.6438262439251226,1.3780779952716533,0.5640199584401122,1.8885533731371833,0.6636525691043418,0.5361577896391396,0.6916433391693801,2.3545747444708347,2.4473013663601533,0.5960212046872594,7.091781000499008,2.276370897524294,1.5832752012828308,3.3426976112635858,0.3860140355295563,1.0260692062597427,0.40080489517588225,0.5323371042955105,0.8093973546249562,1.4959454371510685,0.5150548719851388,0.7217926238574942,1.217339557897024,0.6627571394294716,1.2557675296021167,0.967813033676084,8.484417535844592,3.5380855473717845,1.664421537596776,2.02018645688362,0.5075089109782377,0.9828934384622642,1.77417083760162,1.0937721491000623,0.316222258820571,1.0764028974585205,0.3202457938234759,0.30883010105373304,0.37416570268175775,1.5526812339997562,1.7943190353155343,0.2990045475730074,7.190983244452507,2.41327419920859,0.8951370162553319,2.338532674073399,0.2772697495577432,0.9318512098073081,0.2243480600426749,0.33670854285926705,0.4275291164377351,1.5359588914185072,0.3535081949574154,0.40601865315334273,0.6540601844707387,0.41591899123853265,0.7239797434415012,0.43205666843248136,5.023367054979864,2.0869302291176544,0.7184484795590744,0.8051979333460882,0.19374078501686443,0.3516697062903613,0.6835448458481665,0.4983516573483867,0.079650812166666,0.31924008410551313,0.0616125010540623,0.09439072544999222,0.110506073797382,0.5907175738122423,0.7745202937159149,0.05529469254721581,3.1775199890704426,1.117531461569948,0.29179265334959253,0.8531190689636812,0.09979752989617245,0.4388246445887498,0.0599639575355438,0.10329801189100535,0.07572324240828995,0.8620478960213935,0.11716878360137324,0.09648048977974061,0.1723318835997797,0.13105461161937626,0.22933707439459472,0.11017679624051195,1
5.6932774252869,4.604820624841731,1.226428623513997,4.514394898118835,1.2267497864139782,2.201684858534742,4.6034537170180805,1.167713935756886,0.3526807386291993,2.049506803328782,0.3526752124164587,0.36431760442120203,0.9058096146521618,3.417016008972064,5.556292478045307,0.44097464379607465,10.395760834948701,4.224351094015429,1.7344542206778861,6.25098679064174,0.5397795805798975,2.323623462616602,0.5456431251121857,0.5718807978077992,0.4510795552786586,1.7892216403414147,0.6939881463320537,0.5251845335115606,1.5025820384403146,1.0597339496869247,1.9770313347299888,1.5458874298911411,6.146547869063898,4.311339193035799,1.6619158064852457,3.739573948650108,1.1955410534052389,1.915587524279501,4.009503805881506,1.3708905314161703,0.5371989388625579,2.051385027960512,0.5339373721425624,0.44016632665577415,0.8052822244768203,2.8015897171478605,4.2097239615327835,0.6123198151454357,9.147467759422984,3.9507361111788293,1.6832428563186332,5.395605641876751,0.5247977343615999,2.082563360877208,0.518613824691716,0.5684999129836275,0.8833875769566522,1.5974911545719381,0.9023091346490033,0.7028003708569646,1.5017790277662888,0.8828737598962426,1.4685033782985806,1.0650747036811,12.485192338950833,6.158686531671279,2.6157923388759055,3.2559334782233353,1.153815962956209,1.5586204761938187,3.501659616821849,1.054724544578021,0.3657262706196433,1.419308265269118,0.27559195504510897,0.2778053930447247,0.4939504524242136,2.07470988521427,3.722581292684879,0.31433687929539533,10.527722721379842,5.173252131010105,1.2897036517799336,4.956970243765659,0.4383957889556207,2.021323956669491,0.3384100209402641,0.39275747343147827,0.4960679961128616,1.6703583089376004,0.6635859508185574,0.4180431774407906,0.9191813393432072,0.518889250887716,0.9791203966910388,0.46299162738168104,10.246826351766252,4.486510716716157,1.6152710108541233,1.808079199848386,0.6123655481387619,0.8054359549804595,1.9540830565526324,0.5104801105247826,0.140383828534606,0.6179219386846355,0.05788880439203295,0.09997385300258763,0.18751591300191106,1.0298044263399637,2.1619044420046154,0.061865027543103274,6.250686600238774,3.2192442326752535,0.6373622528155569,2.4866086642449505,0.20806422303697814,1.2060619324783761,0.11557792782245292,0.13926491600860919,0.10564699092980993,1.0995183535021607,0.29792770300852517,0.13164357840701935,0.3179178472681826,0.2104545495983749,0.48249295088273597,0.12770207867870262,0
3.415483052692702,2.6171750538635394,0.8275134411385844,3.2277311981571515,0.8254799290658225,1.404853934268779,2.1018782964536435,0.6969487643062059,0.3656992646277348,1.1726419564878006,0.3853674054245438,0.5066600177724716,0.728365954526549,2.9113243286409,3.5102057865700167,0.4462821472165996,6.310245135722639,2.3290888094772275,1.4326441121624376,3.1416748211939804,0.44434652975136985,1.0950689904854711,0.3829975630233357,0.7478982942390814,0.3600338235543287,1.2374258376721974,0.4238300773464787,0.48353229487528804,0.8224574784489936,0.8075397434830277,2.214956434762859,1.203333546180856,3.7456064171709382,2.6418126791656267,1.182590824888301,3.047612210186947,0.7207015394190291,1.6055639544767901,2.8658698328527663,1.2710795649074802,0.5717676224952138,1.8505765204314986,0.6993033308387158,0.5450984242880547,0.8161522578715077,3.222176055538454,3.2521074471987,0.7149776670463882,6.59177443490303,3.08315319911956,1.7344921075792428,3.5713746754442535,0.4985402124007299,1.0471921945538567,0.42094684952202177,0.9458993427253766,1.0283831466906235,1.4863206625190588,0.5382977878963334,0.6073278474192205,1.3599889695692757,0.7182985164673981,1.7196747576267897,0.9909366476672121,5.884697051081605,3.5002769051154097,1.284356487489193,1.9957159012604855,0.5311872605629675,1.0068285162947823,2.00670680812521,0.8220209332445864,0.31060436463626845,1.0731771383605564,0.35221307142488173,0.29600515630817786,0.4674745493543024,1.828347206335959,2.0637659514145095,0.34501403729709973,5.923513868242736,2.9072624430341016,0.9919479065696475,2.336474860132909,0.3635872852821349,0.8799832922763704,0.226594821390146,0.5108425632338179,0.5140210628179209,1.0506357798868822,0.35221874365022926,0.3225182458113573,0.7769153229705,0.4238831529426261,0.8699516341652621,0.496017686126699,3.29985768586524,1.9372285611732618,0.5110821304911728,0.7867674449715991,0.21710785713020073,0.36702269059408893,0.7966367540447584,0.2661821414691383,0.08388075906140781,0.3159837375767021,0.06354953959477648,0.08283980118633366,0.12804675756890677,0.5359282095838034,0.8001037210935065,0.05968146716386446,2.625109073369723,1.317528152670521,0.32149038322203094,0.8313787560079435,0.13790294481597343,0.4219187739969479,0.05350408805260271,0.11612126581493927,0.08622754933727723,0.45638585315961044,0.1234578037178353,0.08265672801465966,0.20750013096519807,0.12671274242287983,0.25286934129319094,0.14276510277789897,0
