Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta,Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha,Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta,Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma,all
0.8001609247215287,0.737461721767381,0.7498314288755182,0.9631379604920531,0.8982441285143364,1.7689787331243751,2.3316896134855933,1.366777658688319,2.9385051674341724,0.47303232256581323,2.444266357662755,0.9645842657924296,1.996959944223775,1.1583756011884943,0.9937796165222977,0.7904618352650611,3.5533115682946614,1.1721302635241553,1.2668716269713414,1.5409663989687035,1.7388331524095433,1.6634453112072187,0.9211401943338751,0.9699651269694103,0.5367882930947591,1.2841265452056396,0.5238969329414375,1.0609475387734593,0.9715041774024833,1.1256894100062467,2.0285235182895236,2.1672412499669282,0.5819747103623053,0.6158517728413555,0.6041781186298935,0.6100554701792119,0.832877779519533,1.1243165821066174,1.777196708491727,0.9454572177649607,1.9067199522179483,0.3960895048316694,1.7837285348530294,0.8137473529750893,1.2922213456072598,0.9154275860930606,0.7323367553832183,0.6094999128279633,2.5690766048106655,0.851800917276037,1.2309887292207553,1.2411247308126838,1.2625878190705386,1.3118130448443273,0.7321910045067288,0.7028599201922844,0.9204961933251372,1.1494268422904015,0.6284701009542323,0.7072365028759491,0.7859405342165486,0.9659415187471802,1.726719349282401,1.4444942380922576,0.2690433529266258,0.2632316291647269,0.26710799874824115,0.25656389570928845,0.4330334804401447,0.4566373603588767,0.9642462636759191,0.3925319988135488,0.7700168596479041,0.187137449332071,0.8055393178996982,0.4498681029752993,0.5494975431616085,0.47954728911863276,0.34647001079179157,0.27226362220492717,1.4068735505246799,0.3585770641023411,0.5540126736219756,0.5752243024864826,0.5897303657069675,0.621353469653712,0.35441960922259413,0.31161552227342776,0.4100292779793779,0.5434624747881788,0.2959197642970135,0.3412984774329238,0.3333792836658727,0.46139859156386437,0.7869389104069521,0.6933437306823981,0.08144686414189897,0.050091159951681244,0.0494153144363074,0.0628575395562647,0.1235534049735699,0.10440661717478766,0.3347925157538245,0.08668849447371094,0.18300384955904417,0.042744682728857786,0.19208510261777376,0.14744938979031022,0.14254223971297506,0.15657596184569972,0.0988203736562646,0.058712138548133674,0.5196699212480872,0.07985694892524571,0.1002997776165398,0.11870510289474188,0.15869983964844503,0.16180418482619385,0.08386097769592926,0.07538009910045623,0.06164062170239957,0.12489434041674341,0.06005074655550535,0.10304019231193959,0.07076199464442706,0.11219434809074812,0.18244116917352254,0.23880869264787014,0
0.8193303371383966,0.7607936007310423,0.7715559990497997,0.7688164399541746,1.721069819466071,1.2640916971460572,3.087184825401082,1.4745806384128848,2.987103749204188,0.2625333756535927,3.297475849287816,1.6057132242327177,1.1608429405886838,1.267900304012883,1.0670995690729375,1.348387119317681,6.080117545683083,0.8094395881925461,1.551732939782122,1.9726075724432228,2.280433738465335,2.670443785477204,1.1833679255886678,0.6255440993831539,0.6883254337008199,0.6024996008509108,0.7409876676927238,0.6520227595426195,0.9540700479379134,1.1410795406173115,3.305097039596642,1.7854647425471282,0.618188122409006,0.614407608297678,0.6248200314849892,0.5359858344992146,1.241431407693839,0.8736205671375097,2.728431275196339,0.9732465278137872,2.0989836222177347,0.2586093978478142,2.4564864518409704,1.1575319940251463,0.8841572406499522,0.9638215429598695,0.7478857187805933,0.9600878859592282,4.302242201852764,0.6216710678780608,1.2421790909921708,1.430628467418127,1.6350653260662273,1.9757038723830282,0.8880664456423396,0.45294540370914294,0.8287822089596344,0.5234670746974911,0.669586058100105,0.5449518607914825,0.7458342637059935,0.8391491896652092,2.27100620141347,1.1883711807345472,0.3071812447198564,0.2591792568045758,0.26243042301579883,0.2513882845381625,0.6261702427863907,0.42645218499862175,1.4556235288792825,0.4660957615231857,1.0597044802698392,0.1287699450532098,1.2514542045941108,0.6411076533279457,0.40219466792983516,0.4797612223959178,0.34352747265328376,0.41295729954097365,2.494718144307321,0.27883527681743403,0.5516669604564142,0.6950990316970556,0.9249969612998944,1.0338091003256313,0.4131428956373642,0.20352929352411167,0.3908460558480391,0.31166744100367794,0.3329950513201087,0.27873072288018913,0.33593246988905406,0.4300943680618731,0.9870463299859865,0.5860408953642299,0.10687956947110683,0.054685023013473145,0.05035431209909307,0.08199695864452339,0.22538110644880366,0.14079462875175286,0.4914607613917473,0.15237462587248687,0.3324369308552513,0.036954976566479544,0.39541081396061273,0.2680997511609152,0.11785062667864624,0.1783364346975855,0.11682488766739146,0.10571034047201698,1.0752689644049658,0.060390094781723164,0.12678043650235452,0.1851160957343337,0.3862871910288395,0.36061197849914706,0.11112046754766924,0.05904195726183979,0.08176463825208954,0.12091451616835461,0.09175721809607716,0.09146300664812616,0.08571553927509731,0.1595435563062663,0.29882706237494067,0.2467193708844424,0
1.1836514461949077,0.9177733488132409,0.762461276863554,2.1200011029798915,1.1955730571606553,3.548677314614244,5.809248814032396,1.3106139801131205,4.092980551531361,0.9957723678838594,3.608064923309984,1.5721640390588885,3.9266992912892014,1.5293669063411937,0.9682972166841392,0.8884422152617208,3.4398691408631947,2.6568707184118856,1.5488045035260525,1.7366193793562335,3.1473915731130657,2.2548745346042125,1.527113163973724,2.572629287800295,0.5129534857448522,2.7406730898099254,0.7017184882879325,3.0146978282295005,1.1916974330214594,1.0866724517309339,2.218868492068579,3.139124257223599,0.6671484095485379,0.6973176636628124,0.6211069936170407,1.1739336962017657,0.9333624761021315,2.0729992400976593,3.6540141130995156,1.0004992151337744,2.8319518670668,0.6553938334193357,2.626017002639475,1.049203055802285,2.2331292115450228,1.124170396256784,0.7398599478927963,0.6630699831500695,2.377483500576555,1.7101259867087781,1.3477240611825478,1.410258743299171,2.1341777998921483,1.6212530944580275,1.0400934036936222,1.5028910970907274,0.6023629292601361,1.681829805544151,0.5754674733003423,1.6860898774418267,0.8134240401572814,0.837972468166934,1.7495874419987025,1.9824151745253664,0.23003582732097505,0.2962535204787415,0.2749862180066069,0.41708655130174005,0.45881579844695725,0.7322004468867277,1.4741600611907257,0.4699232119410388,1.1873663924544977,0.24094135057215585,1.1806496346077777,0.49093361179034223,0.7682013059749834,0.6106564533610577,0.3697225236798121,0.29976886484526405,1.4196840781232662,0.7331512681002331,0.5832216714477662,0.6803098759570981,1.0309302934278184,0.800210268243124,0.4261777074108688,0.5161560795075595,0.2786380822887607,0.6465667060992462,0.2672973348827359,0.5787786406525136,0.33451758276133975,0.3777040682558432,0.80471321918683,0.7456693857644062,0.059602033777758794,0.06702606940731398,0.052293716121591526,0.11537564193534955,0.16620423029269804,0.1517662805364617,0.44055827906151523,0.1205905549213872,0.2583656394860789,0.052032126577014344,0.26490641442215507,0.18126297488893828,0.1774483068133277,0.2759366081275979,0.12916246777027368,0.07655366236625027,0.6093162397987232,0.1928666122271392,0.11631700400207654,0.15282075663199507,0.31917406539641124,0.2217046931361782,0.09945574133411017,0.11210506676367746,0.05305293170070324,0.18625398372786645,0.0630532632884957,0.14278985761088647,0.0719568042367377,0.08940053327548507,0.21104485893344158,0.19001706133972787,0
0.46072436595363353,2.4244576581340316,0.8722378789802785,0.6428816234175938,11.53126848673495,4.894482557163494,20.633277834469492,4.074818310950506,14.10567399386914,1.3097394979877175,18.24186483751851,10.049579963509784,3.159704490748586,1.1895175402258404,0.6360582335479227,3.834142027457047,38.91048444654843,1.7855606530304335,4.584497509313468,6.288237479125698,11.308350410909748,12.77416782899104,3.620452592507011,1.6062218455012476,1.718584113862333,4.88729446293027,1.7556111517870645,3.2410418584724425,1.652897266426282,2.033785818105547,12.944765124719785,2.441462759506706,0.41460972294816145,1.7721237523151196,0.7447463096656985,0.438519901221535,7.80532641810289,2.7610900618638787,14.249434048952988,2.5642239577051265,8.697467100196697,1.0701467965961293,11.669456834215012,6.603419060102773,2.332464253135386,0.9486526070811935,0.4614761416991401,2.7606989654282152,24.764744660120783,1.2312951482871934,3.5412969900029316,4.091442246487638,7.022965683134362,7.980088563681803,2.6131405727178807,1.301963032926205,1.3734727243390936,3.595987317489392,1.2332259489111532,2.3913806323957854,1.172624446322492,1.4544859115921458,8.663402347485343,1.4814639488852779,0.2230751041319575,0.6583829967224396,0.30689284540926687,0.1769569702947531,3.1111931224442397,0.858905114327151,5.8582843941587575,0.9337999446522467,2.94053204338732,0.45799800698303444,4.115070925436931,2.678689488460295,1.0682738316404399,0.6009861272325375,0.27721944534122,1.0839883201468599,9.497360190067704,0.4342319166280528,1.3986513835058474,1.5114167953187188,2.5199655841036885,2.9187609719162193,1.0941186789805977,0.5367959921684514,0.5600824603038105,1.538658055243914,0.528067899753499,1.0401816861986297,0.5148594177643756,0.6474985074782715,3.3743503708648057,0.5452023540612995,0.0719591439860944,0.11181495669733259,0.0512474935632819,0.03766860224544183,0.6833833557307945,0.11755495515670156,1.3094183455608697,0.1603114952044111,0.436807282495966,0.09667123642846738,0.6960689677439834,0.604592691013575,0.2590228808128379,0.2524094371642041,0.11361802224175775,0.225589768157694,1.9829971569198148,0.0688745681631177,0.25507938763979604,0.2646050976018506,0.4673936247178526,0.5494511245819251,0.2269686308681913,0.11291057489433716,0.09077400991601062,0.3440723574473925,0.11558586770757219,0.24127461006311107,0.11338460934780889,0.18881466529378405,0.704127456690294,0.13284155961675878,3
0.5927241944748275,0.6890396222527252,0.7225894919481769,0.7832923706120303,0.9927099570122279,1.7896218653505496,2.7893888577901618,1.1041426005155346,2.3250163190060458,0.5278982227186947,1.9661378438923574,1.1238865725014997,1.9115006442639622,1.1828021736131433,0.8313536152625508,0.8905191557216977,2.453439132194443,1.4372071308577186,1.3389334278694884,1.3354923444056943,1.607469547157563,1.3914449810983012,0.999355652496963,1.3281002055430415,0.4687751003997091,1.5081308580722963,0.4895838871525772,1.2684898754130252,0.6798696811291943,1.218503169972392,1.872668661631413,2.1418934658525077,0.5120892660422628,0.7612714445858262,0.784716043361494,0.5290664992081477,1.0091497638465834,1.154944425516788,2.4910499798014505,0.7988934552671226,1.7555912029529628,0.4683363795127553,1.7737263533954186,0.9818393088465649,1.2998434099403045,1.032343398455326,0.7218963859092837,0.855853340306047,1.851856336919191,1.13766102636534,1.57901672975972,1.3339273536225915,1.233190578136952,1.1656494769005308,0.8718754136364114,0.8702843492080335,0.95146539853348,1.2309675022140114,0.5951004524201318,0.8378719408661848,0.654793047816766,1.047494172032798,1.850753138329933,1.49451377144215,0.2540747272422841,0.32354249365195237,0.33933056480983725,0.2252026105330763,0.5128768560393938,0.47734339791119845,1.2250271653312357,0.36862766548657655,0.7660118119861955,0.2091316709526815,0.8081929126546127,0.555214233557817,0.5807467858413643,0.6356757413629072,0.4174014247325142,0.3712529565731348,1.132372046121464,0.47539393456541607,0.6731466450369717,0.6070417947104942,0.615242769133228,0.5830918904496135,0.41032640179317476,0.37140036361830187,0.4351903878519318,0.549467051180851,0.2826721747449918,0.3823318871152949,0.2977420186243996,0.5151062979227586,0.8757719873417619,0.7033094770162586,0.0869193215824366,0.05584561334909255,0.055119658854622375,0.06522555113050096,0.1691653126549728,0.109700725584685,0.4165939516930366,0.09885074818936848,0.17084180565154655,0.05152672720189175,0.1772707546602847,0.20990175433097913,0.17601072903481446,0.2625860816607334,0.156333382364924,0.07867534574640725,0.5328560990736073,0.10094819450989638,0.11538163558659562,0.11810113387573083,0.17893690917790503,0.1586698262382658,0.09879479526860233,0.09978399341904173,0.06172587329532191,0.150370253856034,0.06304482151684185,0.12574411714284497,0.06773968903809172,0.14591362568868166,0.22318641872199682,0.23789835409847965,0
1.1315351432944096,1.7702459049961625,0.9992105271882677,1.9549055374394542,1.568511157340609,4.817833665714794,2.682744267224429,2.0192272575328705,7.964858715310471,0.5008567392051165,7.8715573341497205,1.1690043465390119,2.665582870140691,1.616293018378667,1.2628788730670324,1.704149597639769,3.525000792567132,3.263038512275688,1.647216403755996,3.225349405678081,6.3037657856257185,4.7655327014152995,1.0064489525686409,1.680053383870579,0.7719427605906378,1.353518511464176,0.6238135989150146,1.496290946028699,1.0874259797726562,1.5342103958332227,4.191477351758012,3.489748544569384,0.7098176473314571,1.1290924832702647,0.7233278374080778,1.1397396984612715,1.0616269302259154,2.8635672892355992,2.255172857008505,1.345944442706539,4.7881498339504045,0.37441202701633586,4.6737624355092215,0.8967847747918953,1.6815523368937382,1.2817341874131802,1.0100250759332632,1.1347260913666066,2.3309413214115144,1.9257838379335692,1.3028906684148671,2.0482332046173197,3.717379796210625,2.911071101424143,0.7569987337620325,1.0852622896222486,0.7721387694052027,0.9258010872617712,0.5809596736335165,0.9706085696227666,0.845158325777132,1.1158045689771452,2.7995692615536503,2.3935280371246557,0.27053838332383034,0.40999785239310654,0.2891806125623295,0.3863579193586098,0.4891356465490842,1.015360324216888,1.1552230316707177,0.5586175358055602,1.7902645368045835,0.16043383135697836,1.7855508089230543,0.493941428129286,0.6177160574104829,0.5870460604921155,0.45942253871102984,0.427669503321724,1.3716622481228573,0.6867309058746521,0.5405187981555207,0.8340738606413765,1.529534311608903,1.2324603692390939,0.3370214970242902,0.39798256218462685,0.34823339927908964,0.4166651957768362,0.2791564395248077,0.3762982431130167,0.3341497892309753,0.4825932601977913,1.0961379777779385,0.9683259294153629,0.07426931480270076,0.07936944166896263,0.05296296962073424,0.08559795599533197,0.15193052663016607,0.18237697261933292,0.39034096913774247,0.14682186935396369,0.3832758646543452,0.038359097927087096,0.3727733389712982,0.18379976025286954,0.14186533231380002,0.16680695827364833,0.12308435349019431,0.07960312523266555,0.5601037623424181,0.13765233283005446,0.10869701697469025,0.1721534428867722,0.36180054228481473,0.28391694726086725,0.08282643081611228,0.08076220528679806,0.0601687752542258,0.13059130760467919,0.06565496265154465,0.10424488233759502,0.07027663753819555,0.13507786648225828,0.24889047659870994,0.2687519542380449,0
0.9237622320524913,0.8500066004835212,0.8852831566888583,0.7286079943853613,1.431753879798488,1.9076317773849005,2.2945830343905276,1.927348721173864,4.1834601836530405,0.32676332900315513,3.820437609376716,1.2538974382345944,1.3688385013122755,1.827868501909485,1.3904616161247914,1.2317397669633807,5.927821854050435,1.1699250500424991,1.8567950123206538,2.304723678777598,2.7796798861988976,2.9872757257861884,1.2343449554407178,0.6548224046871988,0.7853627168159596,0.8797809892499537,0.6395645315064327,0.5558470882302046,1.020153592858599,1.4135903986491083,3.6287934769421715,2.800042677399439,0.740260325519214,0.8374342791587568,0.8554295322996568,0.5705476122912687,1.138967302812478,1.384914598926723,2.4806747928195483,1.3259627208468925,3.0074232509582055,0.45632524043325484,2.97051421248704,1.014172994175583,1.042623020667372,1.315093655452455,0.9696933901713912,0.9873988274438865,4.008616725522722,0.9643474268771162,1.6985646406485322,1.769999719732428,2.009612670043647,2.2298826050905327,0.9447920439312745,0.504436096404926,1.1957967839369017,0.8458246328462562,0.8050891259288547,0.5176854216949854,0.9407673336314981,1.1407171977320893,2.610045361455209,1.9061968672288039,0.33467864779812834,0.3683962616664504,0.35714647610774897,0.25704747599703903,0.542246695221673,0.6334102932877518,1.282726945200815,0.5834285885861435,1.4143000779821786,0.20488749956526386,1.4466577559188678,0.5572418166133594,0.43832656509636586,0.6093866230520596,0.4016238263751521,0.4092728544179762,2.13894357331349,0.4454315354546556,0.709829268699035,0.8127056533381768,1.0409386842686361,1.1121576198686975,0.40587003927778015,0.22068927755254245,0.5423719771602366,0.3996608386542438,0.39159277002061227,0.25546828293272295,0.41239587203465383,0.5182356693934257,1.049762946835841,0.7696809220731539,0.09630372595047132,0.08003627258834929,0.056971512314699144,0.08059377934974844,0.18127872605444803,0.18335594036011985,0.35259177683583853,0.14261534006482252,0.38927222830454966,0.03661992661183085,0.40960201700133225,0.19199178158470034,0.09350355794607701,0.19990728863017831,0.10944796034762927,0.08374511980206056,0.7850780049292652,0.09921194134353992,0.12345047847940115,0.19131637044096628,0.3554388931270323,0.3364547827366321,0.087382487354326,0.05374335155105703,0.0904547710893612,0.11121265429981987,0.07737560274830876,0.06621143432222863,0.07720291897740272,0.12517820952100694,0.24843814458730934,0.2138575241937155,0
0.8685776276947966,0.8537718108051197,0.7685659488417924,0.6366261095170264,2.016024071669076,2.5973272363773243,3.6592374370911167,2.3747709120060825,6.121701920351945,0.4424300819304867,5.913816645318303,2.1892262863296694,1.3672827549652153,1.1861374316573865,0.9329577863566555,1.2440838087470816,11.982961262651594,1.113162399410642,2.0458749690929703,2.6883546399087517,3.5394454937697066,4.053298795470481,1.406784575413768,0.7315402137561877,0.9368813540438019,0.9377774426275826,0.8067851508245285,0.808374652658391,1.0727191954948734,1.1334008265588376,3.466282593009726,2.355441968964074,0.6983501336708602,0.772150349290667,0.7207312459559989,0.5337890983885993,1.6267702987278887,1.6682008792327725,3.011622591831773,1.5160800914370962,3.960635148201606,0.40860999383947794,4.079158477934345,1.648744271133006,1.0667799528328006,0.9409605217927742,0.7143843594456059,1.0024952668198561,7.859856747799983,0.8628166287346288,1.7426203634114306,1.9711799764653937,2.469746884823896,2.869052404626996,1.0706605577343358,0.5407828465931748,1.1646030595986119,0.7901304041526266,0.7883506982693078,0.6494176423079983,0.8804544438365973,0.9010595930685898,2.8215954044019265,1.5998568876055392,0.3474367550980399,0.33819163368588345,0.3191434795142368,0.26318532924891835,0.8369896643064321,0.7127317087207491,1.689138400195601,0.6737059751439153,1.7331594781688764,0.2003551368675496,1.8955150152162654,0.910106408955468,0.48639499619457355,0.49461905059737205,0.36277930470068487,0.43958832429861333,3.9350724069664236,0.3689066126575784,0.7847968897398196,0.9063969282926564,1.2191544325851889,1.421843313210136,0.5113487507257447,0.253863305531285,0.5297112925499206,0.42307980000290096,0.4018001785756493,0.35477591961889376,0.41280507743178413,0.4602837224604492,1.326876032849417,0.8224164776657429,0.12484873253380521,0.07349166783661193,0.05613029241851271,0.09548230527466375,0.3200625573362988,0.21841229961903766,0.6847053303568043,0.216087437043495,0.5449817745956967,0.0582671122288951,0.6298318233481768,0.39388960292685155,0.15053002332428964,0.19248971463003883,0.12181691445862632,0.12015022856935724,1.6304484659797642,0.08472944510372653,0.18339799729720496,0.2559543006408162,0.47474239669415025,0.5274332514725227,0.14936792350778227,0.07384389672026064,0.11666873171243236,0.14087621430081262,0.11711794051539026,0.13446857516268274,0.11478474137361017,0.12232521040887318,0.4214860163738177,0.3301720727266769,0
1.1805427584750545,0.7145930552078079,0.7862347967813074,2.00861879657955,7.805868496541907,2.275298585217002,24.058451318311512,1.2805944342918585,1.9839539426169897,2.0825829117229486,3.157959028121073,8.671991740543382,7.471984392127976,2.0959478570790275,1.0847841788355765,3.227585665943362,19.78344393280042,2.393418161075419,3.8144128384387357,2.039101218325984,2.18468794604251,3.2422457617249947,4.0163897866151395,4.139386253583449,0.6244369288526906,7.776827309238247,1.6504734284238711,6.97859833551176,2.331257365404232,1.5639514343699343,7.83577325341368,4.4605190939927954,0.7158621398061553,0.5985692385181256,0.6379366774573052,1.0674360614952747,4.1111571709810795,1.3259988210839078,12.090014828078981,0.978934245470622,1.5415890770297143,1.1630570242233917,2.233980312453413,4.412623920864235,3.8693881263770935,1.3429391687916263,0.788391316108241,1.7778505603555113,10.268324492970493,1.4243059570865997,2.398594244295005,1.4776337507863637,1.6104340715474135,2.1355845908628925,2.2388610073895996,2.261908442852779,0.6507008818879182,4.01022323040701,1.0163136203449419,3.562463961953927,1.3301412370220813,1.277086563036723,4.547111237546999,2.5856381066108836,0.29202149360588847,0.25712223582767973,0.27894902662835147,0.3840605429259161,1.3577283353663114,0.4504084543910613,3.886986291753816,0.5370017581457655,0.7125001670679217,0.388528470560272,0.9932488503203428,1.546604436040532,1.2436023861483774,0.5858119419351647,0.38351938819561676,0.6051845196202718,3.674673399551524,0.49641721034824077,0.8660343444145475,0.6643516108691462,0.8495487371885214,0.9737420255963052,0.7762132484609308,0.715883077230295,0.3075444590707193,1.2824071258447458,0.4329863033509263,1.1150444911022175,0.511868787221487,0.7091865318931627,1.6567431408673035,0.947678164847241,0.08807824144582242,0.05721989153365845,0.05689292628045089,0.10386255423740799,0.4134902475389805,0.0964676775273864,1.1314770332467412,0.22046254637877877,0.201966182726255,0.1001872739633877,0.29363135440909705,0.49421022126996483,0.31631729910260264,0.20725040145228305,0.1343005864249122,0.15406665027220717,1.2190643787794544,0.11370859112333952,0.20368798731267312,0.17486786852057795,0.3393793638252777,0.33838821091586513,0.20268788755527634,0.17033447802943733,0.07040351209233926,0.34838222515234446,0.1279847762873852,0.29690873753649355,0.1316759422826959,0.29480568235105975,0.4919753284750311,0.3108140767228892,0
1.045794915627125,0.6741655752137524,0.7538369637571535,0.5760148917379985,1.0928584811407678,0.713063739782099,1.5276662291433645,1.084992907785956,1.512992540068263,0.3908113728692449,1.6950912016414057,1.0931180661943276,1.257255441408521,0.9952282039295292,0.8246507181519299,0.9216366967992965,4.500460052964105,0.7287873672191084,1.366421078376393,1.3530278452031046,1.1508182357117407,1.329419172787465,0.9227008619847142,0.580192359997905,0.5111131120800788,0.6976679765511286,0.516659734248052,0.5768480981855295,0.9517447090194082,1.0655384631907843,1.8473651199972096,1.1113909341223225,0.8657266714621663,0.7626400728510334,0.828908144168341,0.4463998871224887,0.8791794897381272,0.5907261117965215,1.6582541521841319,0.7985326198889404,1.3690047027732342,0.46074506681439387,1.6388740159809332,0.8504189761030341,0.920476014949773,0.8129858717447542,0.6462454384654889,0.746068908267558,3.120136314229152,0.7714099770533925,1.4305522294528163,1.2152074018167598,0.9658357798991029,1.2837936502473126,0.7783826901206152,0.5688685756183991,1.1242033000693974,0.6619594580190657,0.7522506558049067,0.5864689724264631,0.8498640168503118,0.9843047510020599,1.5511038009479403,0.8526075283319041,0.4777334040527062,0.3327735140227486,0.3455354674596387,0.21765868354049211,0.46993202283574104,0.29113129632809126,0.9068006286996425,0.3688874002416911,0.6829572362570181,0.2061427080357965,0.8231764017316264,0.507483130866941,0.4087551606484436,0.42954258275568097,0.3350369549330284,0.29785210467526363,2.095088540331889,0.33848422426457453,0.6030177533778309,0.5690771735277054,0.5228310863718301,0.6740904635079653,0.3542323678645271,0.23671145453987577,0.5112820121845026,0.36870324544663563,0.37712506022699643,0.27728079419851365,0.38243530586724606,0.5216898538466078,0.6874083063123773,0.4412406404324783,0.20002207478274264,0.07342897297282719,0.057618482925295186,0.06225982744340226,0.1958980009581242,0.08562627932898764,0.33469169062772847,0.09728534864741833,0.2119877097075159,0.04687440553087974,0.26302494653431585,0.2299887174784272,0.11164346623428903,0.14809906335112089,0.11966346925543712,0.06651665994542395,1.0556720354060456,0.06288018398358036,0.11666723232357228,0.141831884598541,0.20995353122918925,0.24303220844320333,0.09190690684040072,0.04829917426341963,0.079978137253492,0.11270500994940366,0.09461290559868796,0.07891941116304668,0.0872265117048792,0.1763158144666727,0.2285783320343745,0.1593587675654815,2
