Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta,Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha,Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta,Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma,valence
3.2592184816088228,2.1877538654499435,283.9482047433864,3.4195082444179996,3.372249254089443,2.3421256454552024,8.367564684449707,14.542693223347852,2.885756782378906,104.87839804772996,2.127298452708163,51.81135570966362,3.468420792471949,4.598199329537391,2.6222122714030327,4.1085075098904165,199.5824988650436,41.57549139617979,8.302881984569048,6.909488009030365,3.776908487115236,38.20447315351355,6.6307461683566045,89.51058258099529,12.804246464383938,78.08651539567826,15.898490481001899,87.12520156207931,94.08963867271864,31.833748274926908,60.69245783646698,6.513582619946803,2.5347220556451004,1.7307783843105125,122.95353364947806,2.040384424878964,2.0865000904472577,1.7017185887954696,4.764859236929775,7.128079492993934,1.965475591822615,46.422319849804474,1.840476927979759,23.81756335276718,2.2683931172788387,2.96330357277681,1.9937452533677118,3.313751949154656,88.00784010008638,18.097749915846062,4.356162986629487,3.7595247116074964,2.6780265477385634,17.194117906691364,4.1713622907001255,40.52486393053922,5.779781654579583,35.297646899113495,7.551705980601657,39.24556827640309,41.10856354217081,14.971581922708298,26.687756896195655,3.3734150405947485,1.1965666333535647,0.7958847356044512,46.36873693684785,0.8768275114441985,0.88963097280219,0.628276461356874,1.7837644165038318,3.0681796964373,0.8052290922469951,17.698171990827245,0.7629464044524538,9.24211467479801,0.9972151085807203,1.2848331883134523,0.8870013862508904,1.2347201892005306,33.438601212032445,6.739899678365398,1.678638862243191,1.5123226841888446,1.0899011100935303,6.573053384507822,1.8120724397528232,15.810557000904842,2.0994719068727306,14.139201827379125,2.969388311948123,15.542127395392889,15.780783649552674,5.729715492754956,10.218457010317385,1.5344269223747646,0.5038889444181454,0.3025184923271482,25.45970604019021,0.3926231355551567,0.33709866063513916,0.0867382646573345,0.6689973195525531,1.6393489189729011,0.25323924015406873,9.679175358147763,0.1543135994407629,4.803047216664044,0.28615132350643663,0.3874579454154797,0.22202066540625426,0.249737219103662,18.671888334102768,3.7872640413583682,0.7761841953014907,0.6132063883156165,0.3489696289462517,3.465671590487221,0.7014421009337559,8.647834177860842,0.8739861482275786,7.5031542415321475,1.332057159646904,8.80839866116095,8.950264768226578,2.642978733952192,5.591851232139758,0.7575501750013214,1
2.227905522635788,2.42640322117543,398.9575916947676,4.344197239252029,4.277882360304785,2.25128928473341,9.768829712523404,21.614106532643728,4.36103494461958,141.07363127172113,2.7753308196015616,75.39043761206422,3.48303916131945,5.644532777689954,1.888227262169302,4.448047243606759,245.0052062033178,51.3248218647943,11.54594921798506,8.489308354590497,3.5718745567988925,52.84973471432415,7.78834083554925,122.70379876540393,15.063317197683745,106.05449027672829,21.294681714756603,123.98526420400826,131.18584862791593,41.73109756494588,81.46739440390927,7.850780088492711,1.862094469688351,1.5287826450835564,147.98219220831777,2.0125209048864017,2.4217273827674326,1.6216825295287611,4.9886167748242745,8.351056064303961,2.3420424747476694,52.11446918635914,1.8138185935752027,28.65332912891984,1.9306390501956583,3.055172436918242,1.4361792445284287,2.6527858190865965,88.26052456434509,18.50592348072081,4.810313122254524,3.7346120216575764,2.08810666707081,20.282799555095725,4.162064140464083,46.51685478458964,5.945474598136173,41.33618022646219,9.447548253625628,45.443782035638996,47.01567539689548,17.396452809894384,29.336511725485728,3.41140361004345,0.8452544384021162,0.5854721931185061,36.615739758363176,0.6513180945450292,0.8066246091277048,0.5887509156838858,1.5656413478794822,2.248158251189349,0.7691346837126575,13.134476534013567,0.6342076062045999,7.394248208887593,0.7031852705754239,1.047780481961223,0.5953475835826947,0.896030872037501,21.573189735089084,4.524999118039752,1.3612491127123623,1.159238107289866,0.7545731457331746,5.349291667231644,1.4796536432843335,12.111081690590133,1.5782724319314323,11.217518044307331,2.801074144653743,11.508627568211962,11.469796668094892,4.853645404662183,7.2507765082422155,1.0507238975759225,0.22836122084646227,0.1329550063469547,8.246966252378236,0.16758127647587537,0.13616569173522797,0.07399157315700662,0.2714867408205235,0.52337711118628,0.12772416001578044,3.0686485216377815,0.09079883794089366,1.6555150217581545,0.1117449155129753,0.16836251441157438,0.09037700693854492,0.1373786618158214,5.167646667401622,1.0635806722856078,0.28620305866834794,0.22667946617737142,0.1564561415010961,1.1796544511870064,0.34235050316847637,2.8910599123490917,0.3107343788676926,2.719308407976294,0.5317420777652854,2.8463299845359042,2.7469616006847506,0.9612190703980417,1.6915794435126108,0.22870483796761504,1
2.5825122848430477,1.7315749014750537,29.2772385472216,2.116785581387211,1.545551423698475,1.780837692317921,2.3034108013368466,3.1781021741494384,1.299687581223504,11.188039806639642,1.6663041232342344,8.665025199838285,1.5052387311835986,3.002396148263003,1.981990747018816,2.077533776621077,12.49782783594081,2.4678264119416276,2.147502114396472,1.4032507192439143,1.6988722778233145,5.177175327070207,5.682329946291673,14.829023358864873,1.055494988719092,11.089328093600818,4.007456042191619,11.195821637809695,6.566393478900413,6.657263776151432,4.073878067311024,1.9684665879701282,2.26166497970757,1.4703874909957526,22.507759173926416,1.6343139641637054,1.5978892742488409,1.395627534884079,2.5772424456782383,2.488260717584029,1.3859452430879302,9.208157158095997,1.5921858643041293,6.793126767495172,1.3713246827352372,2.466644128495327,1.5699134238272112,2.0545812635132457,10.020303276351314,2.1452537221863492,1.709029529550668,1.4746836369429361,1.5766548998184886,4.639885343654849,4.491603899692594,11.763061613066467,1.2698966189489396,9.304943088808681,3.903114442763047,8.990386225640684,5.22219897696419,5.668564747476277,3.3150469520118135,1.560506796712537,0.9586735378675417,0.7149667023449506,12.543993519364932,0.7510155170333969,0.6955503928195585,0.5450463484232322,1.0937582453384873,1.2838043235366268,0.6173796535831567,4.878889485152369,0.683938333243641,3.488913056139785,0.6188124708129041,1.0976234047438702,0.6696011489886536,0.9027076137947384,5.418508495871478,1.0917881845227113,0.8005513079540489,0.7563911465439904,0.6708107477080998,2.4259823890506627,2.172957919715606,6.207239227413294,0.6445565114921987,5.268864790862672,1.9486911457411864,5.118425677177737,3.0897779933003267,2.761394983712298,1.8457892430955865,0.6969879425366763,0.25069721132516903,0.23578530968724884,5.653130839488994,0.29668403927778453,0.12587796454908115,0.06846740967210176,0.21228782155891687,0.5713785458105385,0.15315284188581765,2.0991270072738226,0.1405626909478699,1.4439549560144824,0.09702219132506308,0.24650649237194538,0.1167747701317281,0.1698974790398881,2.3544366914924577,0.41477100886040746,0.25032329466609377,0.18403734038256014,0.13571213934215795,0.8712998252928714,0.7479387644478017,2.646179836116114,0.12426881025126178,2.2671247220632815,0.5300888522421794,2.4440153356189986,1.616332764864193,0.8017136829022273,0.8522247551615751,0.18271167211837241,1
3.1629047750547294,1.8509657653959841,258.7798745873522,3.573079257594935,3.5378107827974348,2.471790985152188,7.579780460161238,14.386211455743814,3.030688392554319,94.69020865135566,2.0469551290306107,49.32109259522908,3.266531734401628,4.732608567188862,2.220641262554366,3.839541446389918,182.08420049219134,38.169543526961355,7.772289812903857,6.023207963354685,3.4517907437591986,34.21702914924306,6.719456053435472,82.14463500508124,10.91474755380157,72.00484094726005,14.175318355869573,81.73632758020499,87.72582009155688,29.044823674188688,56.293348410616396,5.800656246859513,2.4361495772956436,1.3754295835664223,114.83174644490599,2.0719377206200367,2.4158114327603357,1.663701066749052,4.324959982395502,6.7316543676978995,2.01879125777495,42.072579559695946,1.7544035242375564,22.97011397520739,2.218075283574932,3.0768222754487313,1.691843633504166,3.2639999386439884,78.71479926308423,16.56468226238814,3.9179328853371524,3.319280621404096,2.229565634721495,15.911456982532982,4.253007029524733,37.5050702987637,5.982079218626341,32.88699091272602,7.667350962554896,36.250604929000104,37.73229625616414,14.300300654058024,24.598748777554817,3.032419386440468,1.1264596818935615,0.6369163192503519,35.403098608833254,0.7897070281869839,0.8797831676702339,0.6416275524083587,1.5355344172013161,2.1855528956751464,0.7639244639322712,13.183987833375463,0.7113350181320449,7.26025744809181,0.9149412034969414,1.1703312716365708,0.7246955830487951,1.2654098121744524,24.243115486653675,5.162815301964666,1.314467002292125,1.23916265661873,0.887068288083131,5.163361219606146,1.6972685186194463,12.010225744442826,1.9664080375600965,10.673905571618315,2.689768519758891,11.56333958346781,11.634271127347295,4.757995193663276,7.692960561019859,1.1344835364391541,0.3658368941145291,0.18842509166028343,13.387090558159414,0.282485987459011,0.18178811610497905,0.07756605338337168,0.4015984269748329,0.770421051983269,0.16574548933075317,5.1389184565001464,0.11023755598588257,2.5460506349638172,0.18432399904295024,0.19950349254366984,0.09034919493103767,0.18808324725283088,9.721163447449607,1.991598485100311,0.4131006487465927,0.3445944997658589,0.22189106922905288,1.8689868973870456,0.4401138191093481,4.617603894827657,0.494006224293236,3.9077261231688873,0.7402137840792377,4.668940356866196,4.736485106135909,1.4205441304976998,2.9899162942064126,0.33689032210477643,1
3.4240285981102687,1.5656984113057255,29.266253959113822,1.6908542359258936,1.971765248900075,1.9904771474426894,2.844212269781346,2.825501075128772,1.147152803534591,11.50994417586084,1.6211764885923694,7.901981499065637,1.579183291784424,2.846789081426712,2.096885315572183,2.3630745890322067,14.808387975973801,2.9859836212200275,2.4453218030992985,2.1739030030399,1.9606975375527496,5.82716051191908,5.300273902539897,13.954855344520332,1.002902781330032,11.0971206902748,4.378813519302038,10.645242295218406,6.561833893896207,6.822187803381378,4.3075509578011655,1.8374548611225017,2.729119251781472,1.4191488077810628,24.039583910393823,1.2860199892499597,1.8279739592462438,1.5829649463067472,2.82522439611119,2.159200714296431,1.1753190135833145,10.073298445249192,1.5997952322505489,6.606507104419603,1.4928978787832012,2.4325057112879653,1.636182202134282,2.2166104763108163,11.844765111916981,2.4940537774905316,2.005790294386215,1.8734789834940324,1.7539272140471378,5.24341090893471,4.319321296995025,11.821332920004942,1.1157181625455608,9.54486462897691,4.12790765969238,9.238388989893684,5.55032288995849,5.992565682949767,3.574013388407653,1.373518969190361,1.1082137491135755,0.6054390350691664,9.914487941138974,0.5063849409450022,0.7351825366835846,0.6077286333826816,1.0639432942933287,0.8400370382001118,0.49059565061805493,4.051834387519704,0.6599688611360316,2.6499327146430263,0.6741192254369945,1.01846294641651,0.7050086913728837,0.9148062321996256,4.873125210362524,0.988392570479721,0.7843980557914886,0.7975423691722967,0.7243084128736688,2.2042208727122987,1.743909192807952,4.8372499583555895,0.5181847153730014,4.094418041058789,1.7377096873180458,3.8384787538500498,2.382195165395165,2.4952111874938665,1.5360761849145612,0.5951477048975904,0.21527314419294197,0.11159198659517915,1.9633730722475566,0.10200656154930765,0.10004790359168828,0.06982078170410491,0.1311648926003559,0.1660104708758603,0.06482233981396895,0.8065439393786853,0.0770670981462379,0.4733955740644184,0.08720764564432251,0.13674574231240905,0.09721331893959886,0.11001797549990076,1.1444138322344724,0.22782333358566692,0.12108805442788233,0.12463457771171581,0.12492531450699515,0.42394331277715175,0.2933894336889139,0.9390654578312126,0.08308147953334183,0.8907827599989516,0.2560662746429283,0.8135972067292844,0.5761963894819241,0.3788732751640496,0.3562782188899901,0.10204957344647439,0
2.8353550423336116,3.1344066148197336,295.9057618486423,5.099896421429433,4.1460997444542755,2.4919237803625682,8.176205695282063,19.714623148813356,4.762923087568665,103.56955064935305,3.559221835530838,61.81875420394595,2.7108087696159355,6.837811461451416,2.4245986562330835,5.228758774241109,147.06693901694902,29.54162629774906,9.209677159480142,6.747404170685303,3.7558029862525224,41.56833923540754,11.882561057011195,101.16110385080954,8.58124150414871,82.15493452621001,19.25083035814177,98.15434877879483,89.71991855282289,35.254225151551545,52.363409552090225,5.968654312284038,2.30749471801923,2.3533906492383094,144.60887880239721,3.016184516520616,2.867522478918254,2.012508760054761,5.207247222139959,10.194164115520337,3.2358028174637834,51.03485221922077,2.7373747898269345,31.073855512563995,2.259946868689966,4.374593945503166,1.977712836338903,4.063422989652809,70.14482640568143,14.30537590239286,5.301473690102042,4.040408857092379,2.678291427861704,21.460546940755407,7.134846105051071,50.5961650807727,4.682487923152987,42.267918303022256,10.985098252499432,48.34774608576994,43.257896129595345,18.80097605741096,25.85090274476996,3.621163065689236,1.037818770841714,0.9725244989161307,44.32353648866667,1.1186506647903949,1.075025410766832,0.78433143456411,1.8527390597317528,3.261484262334181,1.1316492008974386,15.794976760365229,1.0534585796438891,9.904300581111405,0.9239579099586718,1.6803097527553603,0.8436440335893375,1.5272439636824042,20.812222988749102,4.2783394314755325,1.829946682529017,1.4495667665445404,1.0223581980696912,6.762060271630226,2.781377961456276,16.276061281979295,1.4457419894612735,13.655588761932007,3.7277567780250194,15.368493427326337,13.09067019403144,6.183531695663924,7.834037114848521,1.3284085302134796,0.25968925109685925,0.31284596651378155,16.840824029078536,0.4390339845187659,0.23172407866004152,0.08861915642304395,0.46809787166320205,1.2682878573316285,0.2755253465595184,6.149494768503682,0.20710142103861545,3.6587047160283097,0.136968927618819,0.3673901844294598,0.11552630212518439,0.2927433352888849,8.009936269585047,1.5680608885706844,0.6037090379038096,0.434215089812675,0.2553836873675579,2.4925907390330835,1.0024467243686574,6.46659219251598,0.3738247415574,5.207912754903409,1.1260559573594209,6.362716181476041,5.197029465708317,1.946930171831565,2.8898487889218263,0.34340390902839857,1
2.74798088138332,2.015244697550499,287.48473535768704,3.6736169550131135,3.509688875402609,2.139310242319102,7.741268452278663,16.983945749408466,3.5117816133220487,102.90367573066072,2.475577386288025,57.79857686209389,2.1712159108855276,5.736453881936856,2.6329576244650545,4.179837060490616,167.95407018276475,33.32413286005569,9.729225654105164,6.97588779798594,3.177906163168687,39.33359894439087,9.172399751230948,95.61542719706672,9.664271820632878,78.90583907777783,16.959132157212334,94.38784701719048,91.5554517936704,32.76082116371838,54.6653389368247,5.487730143567905,2.3284420585998404,1.320980034920614,125.95622923514485,2.024469367325237,2.3199491798535856,1.5624432267633344,4.7017301761538075,7.816196937528611,2.1026040417096326,45.54222893677066,1.770543318401983,25.939877390885528,1.5906796130660967,3.201182736130244,1.8688111101454838,3.0871572016542164,74.50514299894418,14.805218452192088,4.7286265006737,3.7406030760373743,2.0891323909213595,18.195712097703552,5.467158897611083,43.097726238857824,4.973412177202252,36.68155782821848,9.053224497748092,41.371402845320446,39.77088778061862,16.138045469995774,24.57635477154751,3.090647878026249,1.031997009887814,0.5820171328130908,44.431484648389386,0.7669400814050399,0.9563515448505248,0.601054528501065,1.811115707804751,2.8050111378559124,0.8041601294747434,16.210848874259224,0.717358108402637,9.155572097718983,0.6856998590574489,1.2392281476688956,0.7377956976063264,1.2690790756578556,26.214461375034432,5.238533946901609,1.6869616531166673,1.4582549794422563,0.8272314279108238,6.536621508855991,2.253695430190574,15.749088695212658,1.8233425910742922,13.213086323092698,3.4791792588424535,14.874320389279722,14.011434919080138,5.920866362602634,8.81093986473609,1.2831779309179627,0.31922085504523173,0.18896302870859816,18.927155222173532,0.27115349260113797,0.26140245388215716,0.07573140920878078,0.5126747675951654,1.1601744635089069,0.22751051798469868,6.8348309170907555,0.1729063203302925,3.7354337561766786,0.14512376141225072,0.32675257677067704,0.10320133137987977,0.2734775789927435,11.1896774280256,2.2070734974965838,0.579983883081638,0.4374135409335616,0.22271761220813938,2.5893621992120655,0.6901379150171162,6.594335525519937,0.6256892970956001,5.11958412222663,1.143239064700549,6.4738368828975545,6.086262032507312,2.0369375629137707,3.6506939876468865,0.40297838358809274,1
3.01222361653779,1.5308770591396268,26.520242130355797,1.7250740724039908,1.718659071639955,2.1255904610644425,2.95411521016694,2.8647056333688634,1.5066093664286881,10.788923465708699,1.4815799045825955,8.005370464532556,1.4756077329591217,2.643931498268705,2.1855712719434943,1.9076316208212418,16.777515447744022,2.9217511219812367,2.3409014625640054,2.1096158044324,1.9048905416982436,4.628905351567269,3.8733642541494624,12.297839685753004,1.1489786274655949,10.101573234581164,3.8637422381234585,9.111919998883485,7.02127351405193,6.655567895042921,4.759242164226111,1.7954170298304788,2.6196906026274958,1.4467123313062213,20.935121408505086,1.4655294991843544,1.6305806434391485,1.7007654066357774,2.9323513323052466,2.2371564073858288,1.410853354267128,9.192423151874337,1.4638316412286927,6.136177385368244,1.402996849391891,2.2151556487301347,1.7753855773004459,1.9782697274748995,13.673474376169889,2.557490308044689,1.881843478184423,1.7969013608120163,1.7436444676868834,4.186100005078179,3.3528086852427137,10.29011206856139,1.4250293114656156,8.627819997709375,3.744829748871175,7.894431263811387,5.753966221020575,5.643564236332217,3.9590247874494375,1.4773795902599947,1.0495672216251528,0.6059868019930083,9.810914679816618,0.5545303081842251,0.681109093622943,0.6459699381256195,1.1029290254260316,0.9091565043487438,0.5380097236821221,3.9378774813936235,0.5829208026956949,2.644504994095812,0.6108193215402468,0.9690684196837066,0.7630389453304915,0.8429979215916178,6.000323650729619,1.1330189592990183,0.7305406340222333,0.7450659012518811,0.6951994725811489,1.8107566161374502,1.4054232750883708,4.501080143187113,0.6699560706177539,3.8587208199001757,1.621856932142312,3.602165325370923,2.7067803534839086,2.482680143341083,1.8545032655277292,0.6788824712660969,0.22936120836512974,0.11229577200638989,2.7518785842100537,0.1109361578369607,0.09561447927119819,0.07599872260262892,0.15327770658018855,0.20116256691308343,0.07004477939498607,1.0833649775004814,0.06975216146008323,0.6091804172124596,0.08646323668025692,0.13740322108904277,0.10848171256217504,0.1012835182024573,1.810035954498775,0.34643445527464656,0.13420734629979608,0.1310850356820517,0.12092847572086653,0.4396354151167025,0.2368148404035753,1.1444577505992508,0.12510679186822715,0.973858940856061,0.26250523359057315,1.0408933901274382,0.886269086643106,0.43996906112168577,0.5610385542624967,0.1297301500948468,1
2.8474218316092745,2.5779176378495503,416.9125912711745,5.058942861349497,3.9845199574407104,2.0779301735486357,11.350928752176367,22.564628262767055,4.282094019748075,154.0410717888076,2.23595774077974,77.33976615089873,4.137204202278472,5.315782548045305,2.5113175797997798,3.7073384371415696,289.1125833560746,60.29464135525223,11.249614001358436,8.508748936580735,4.563667092341961,54.477072427865515,7.569402005035571,130.50393716404594,17.149909603778294,114.58991374723763,21.25479146305085,131.54546405395476,142.54290136421113,44.18113937596357,90.8434075053468,8.749009131345673,2.0306811213450042,1.7049687600908507,173.72442302998962,2.7031513019339197,2.3439671074840818,1.5086780095663261,5.954354976985507,10.153812071325259,2.5920474027094946,64.53724053090266,1.7119700479282502,33.288338353908294,2.2686189147525946,3.0769980124730014,1.8706143122798238,2.650378330970357,119.1145569918513,24.970384931462736,5.158606865511905,4.254276184386473,2.8520210647559057,23.910651399882745,4.5318819172542,56.244772024506624,7.961579452626885,49.545563505774965,10.158782874477879,55.64736617550038,58.87331784527266,20.09820389318571,38.0013498040034,4.3883423701552635,0.7878137481151706,0.6377972754017982,43.48409661380191,0.8344771327975499,0.8290226489351334,0.549018470593103,1.7566138742109239,2.820867164997359,0.8637317321150125,16.22781313389302,0.655401204409725,8.779864602213186,0.7852488299735251,1.105785147759938,0.7623774573005321,0.9989445175230337,28.88291024446431,6.057465382345849,1.4578908333472753,1.2994123517978855,0.9672933946768616,6.218582079549489,1.6552678491601054,14.720208925880769,2.13133216753253,13.077392205905094,2.99695179100112,14.207381365424629,14.316486415171212,5.614095005801758,9.264187646087693,1.3023326799889,0.19097025203363518,0.134484600455633,9.165895557635737,0.17590980590237676,0.16680458997759737,0.06658622083459309,0.28881762559731605,0.615113476032174,0.1405112166542362,3.378884949815669,0.10102497570368646,1.8122582359990762,0.11874509580332973,0.1812744372628424,0.10499984659530226,0.15708984844217255,5.884130478057985,1.2231175878265024,0.3023319115845403,0.2670517891728052,0.20195125836358785,1.3198116764528958,0.3995178882337891,3.226185454979799,0.3486686238921043,2.9239981917228235,0.5952791335993136,3.1523003100345783,2.9785988624883952,1.0653337500636089,1.8338679758978014,0.24330240924804372,1
2.5019222107010375,2.3099227949702663,562.4143993819359,5.761600938685397,4.92182320330716,2.4701698055031183,14.05011304205747,29.522304589770908,5.010030459282459,206.36630693297843,2.5624966414931603,104.3944967284818,4.990698675563542,6.892957770191285,2.0955898459836004,4.6721291457292775,393.2409601068789,82.96081641866222,13.85183739742486,10.61902140813836,4.723991931077953,71.92344002020694,9.759024134888834,173.65698597549374,22.662599706908654,151.9961688300904,27.763939844489883,177.30359727539917,194.859363351511,58.60149476512194,123.79377667977144,10.60999177560137,1.85779341010027,1.4657983277422197,211.81204794913288,2.60673861422509,2.6866653271467955,1.8219739787689289,6.71194009653932,11.403787376085878,2.497145204385078,77.92236077102885,1.7464611119780806,40.29175023524843,2.532049041577103,3.609280676816219,1.5979556206768821,3.0647658531851905,146.80831361079018,30.978487744383095,5.91803341746337,4.807637941990508,2.6388316383461543,28.050230964076864,5.447698789659372,66.43012988690745,9.132526731151712,58.72376282778798,12.188012378070885,66.77131439486051,72.513164932368,24.204987815841502,46.507450478012814,4.6199081316884065,0.705737228560222,0.5216946767388461,47.19696580816704,0.684462578340801,0.8620542542253249,0.6550504262476675,1.8380440790668444,2.6911421615122357,0.7770512381079854,17.357558941558825,0.6570610737258423,9.385523443199093,0.849239106885328,1.2053918373644479,0.6486497579020142,1.0757872115529452,32.24420558573333,6.9021928466433815,1.5052278228198726,1.3695722109397919,0.8769897707146374,6.551435444073522,1.7975214575820004,15.306679080183082,2.2379179345166267,13.789873715176187,3.1979178248414253,14.940014379164237,15.941714405677173,6.03821254424135,10.359015054988339,1.261637168197986,0.09912767674316925,0.06799832469827555,5.393144776268213,0.06953223944053841,0.11789452611764606,0.0765371512649935,0.20283462591927193,0.292571471126573,0.09294233280277224,1.9552550909615132,0.08049637916730303,1.0844327495420676,0.10177355033853493,0.1480480076198553,0.07874263279670926,0.1162205799905122,3.647965463449948,0.8133147904444755,0.18321181670941672,0.16756773425180674,0.12255849798449357,0.770807069031499,0.23307185821345447,1.7485489170632467,0.2757656449117962,1.7407942821315903,0.3709699691834159,1.7059228383446379,1.8093616637835934,0.6930865866526135,1.169425644568404,0.14526103376739755,0
