Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta
2.036120235730848,2.073554478493262,1.7449961166342585,0.9538139721428386,1.1980292126660252,16.27999981804169,3.424735204158864,1.4851492013703365,2.1243212974822088,1.2833673164867798,0.8394871642220978,5.211206753727147,1.1019085993063786,3.256575074653959,1.070901120302716,11.691038553125596,3.4894152616903793,4.221712419170372,3.6582598627208665,1.2396194090908923,1.93080689218758,0.5600252533353781,0.8824423354758575,1.143559394273457,0.7461527158991386,1.4149222538627726,0.9366766571837433,1.8900075659716629,0.8997428189044241,2.5295566264882257,2.776950922749992,1.3773561071601785
3.2912100262226356,3.463522323059795,4.147042165798753,2.962232419854118,3.3093565302012014,45.67278027429134,14.818102570973828,2.4221885924392303,3.8522343181825587,4.54750364693961,1.2915959987287973,15.440960560993977,0.7940740917105167,10.31689297548724,1.3030745365110634,29.243984658442532,7.5880385250302,8.224144702856591,7.5273269964136915,4.130458509294658,4.496629434472967,2.9434326569113547,1.918164753965712,2.9925710193137203,0.6024996629794522,4.236937191606089,0.8158554822600331,4.293661221497268,0.5733913855391829,3.585577674451349,5.365150221845216,1.7312517756566457
1.9506046614490897,2.0466106669385438,1.6551466323293278,0.620477783330503,1.0713402668466399,21.921444971294125,4.917304404183404,1.7536530971691138,2.4052336966002708,1.6101343904847545,0.5908155041888982,6.875126858218316,0.7828144383594983,3.8007070636418234,0.9996237817231357,13.79122147417461,4.324455094533127,5.431501441328045,4.230594994889578,1.15316367701345,1.9715794527907635,0.6613235657501972,0.8734855428332599,1.2543067828098213,0.5153186754799387,1.163096535965846,0.6902425027360315,2.055441835391066,0.39484644249517914,2.5140232712253137,2.8134005968833926,1.336687565340651
2.1037737570265205,2.2779335309161617,1.4890925427871684,0.5328507537977193,1.0675904863670522,23.135434120002326,4.212120074972755,1.654040660810324,2.579478937596902,1.3468182844872605,0.7124382409677117,6.201795920387479,0.8566752123138132,3.5108445321728836,1.1587058676966995,14.60513252825045,4.650139705533641,6.023102153009643,5.332597677713854,1.6344555274103483,2.764106704992789,0.787184666096696,0.8462377943765041,1.1512008651072636,0.656939803559112,1.5557579203778673,0.8817221010925071,1.981532882794766,0.43741005031703,3.2114721241990476,3.024146468101853,1.6078806105121608
2.795307552586794,2.884958431706043,1.9543586573314284,0.8553366147534694,1.4273476413480994,26.739569573546763,5.2694020946529525,1.7731627502435847,2.7546746047733293,1.7309588449387776,0.8823953593934375,7.559810982729725,1.064029470005525,4.427443379779153,1.3068736900622457,17.57464019940279,5.589086582023929,6.812088396972789,5.980418504432566,2.0980730316562335,3.303570393687455,1.007656912333332,1.0088897319750045,1.3055537668675536,0.6729446078259588,1.995125981060338,0.9781857753584479,2.2385753409861784,0.7353826701630964,3.536234491518495,3.6299421808878525,1.7260576663247835
6.170084474548399,6.900804634041848,4.384576372666976,2.616898232296764,6.675519509175172,62.736551227848,13.570019039950646,3.395934249519737,4.3930853053781815,3.1214279277490804,0.6593287096507833,14.204602742285433,0.85867851052776,7.939429716771888,1.8363971568897315,40.43141450963522,11.851783714089057,14.421028921608979,13.228809787785044,3.218818508095172,3.8664537026380934,2.0185992779045114,0.9756874052965984,1.6016243830684382,0.6420193239449687,1.3728274797225524,0.9443201465126574,3.836831776525534,0.8936499878270078,5.544314808222587,8.434094078113928,2.6568817856818927
4.370500689331327,5.042418028207851,3.5440773696914545,1.627735123386574,3.90446579109452,51.61171755804969,12.464794622138067,2.0190558302042754,3.576452932313108,3.2657660060290716,0.8881227193253197,12.124951340883461,0.8678825620191057,7.245842817262326,1.7655819827340256,32.444629088763016,10.08342152232743,10.997308551941915,10.71330023925259,4.080154998574511,4.5605714265436506,2.529153980607821,1.159024056073169,1.8440474400048128,0.6449783896148394,2.7012444867763583,0.9828224778018234,3.564687913764661,0.6859702469480365,4.970854280963851,6.3848954391614265,2.4730555731155826
3.146377047760474,3.2794378409020375,2.5345086365408354,1.0254711464819766,2.065155952333647,36.736905117665884,8.386658582335022,2.1488542689714047,3.2856121921967136,2.465374271096862,0.823367474784153,9.957300067900624,0.7892737217960649,5.830144292434696,1.275407026268086,23.302543141470967,6.971175609741749,8.43626308636518,7.316454323729832,1.959273651119986,3.293370689524003,1.1258623704615076,1.0103273168295872,1.6146287353928,0.6051462945316213,1.9230179502041924,0.9248287010379562,3.012345048156666,0.6127492046688922,3.9126918129035517,4.607480658859507,1.875033078416066
3.113217880667659,3.3608456711444408,2.323759998490613,1.2188671416808496,2.8297872063344407,33.57898150123611,7.0565959812368915,2.660069840988072,3.3374260752837497,1.9241371251967685,0.6467189749289659,9.495384593702154,0.7392952777161875,5.14512958782205,1.2003438536750213,21.49561284248438,6.703872893198022,8.33117620968251,6.76886392787353,1.7220335440106431,2.7788923819648876,0.9592776945384281,0.9340303792565607,1.385831016972533,0.6443710993580335,1.243035452188116,0.8548561995415875,2.590917597191168,0.5313771283609886,3.4354292124626293,4.179571745387638,1.7359453813398866
4.226430925004269,4.750298627058551,2.9418861792205946,0.7970887982362814,3.040338096026019,46.311108376579334,9.500448298351388,2.571124128197966,3.814223996249538,2.375759118629244,0.602289239655901,11.119740672581216,0.7252809838975695,5.877192182426769,1.605754402607453,29.17700352018188,8.802658629663869,11.119507883990563,9.594968987213255,2.3206039287504288,3.2155824078829496,1.3764482663019189,0.9437312721159575,1.4927564878273205,0.47717963757506165,1.2470369455008241,0.8331735430877597,3.185177304137177,0.5281733382357848,4.661385816422563,5.674470721575574,2.315843896601025
2.6225884034867053,2.685883402677987,1.8728293443898512,0.6994812089235442,1.340611770173284,27.60877352841729,5.583820980195998,2.0008697650772995,2.981764950433893,1.730006593377783,0.7034602078879044,7.912329953588762,0.8084248673428466,4.307136204784313,1.1084234733364762,17.060862460798468,5.4830902369037675,6.911941457080541,5.679573696884721,1.507899608975302,2.814789373639877,0.7756477876073234,0.8720135367320493,1.3394620998222095,0.5921343540711707,1.5054775160831577,0.8522083220323947,2.3711667312314066,0.49859890606287166,3.2967847753822332,3.559451666647563,1.5928364232706205
1.645228640700999,1.7024292820539249,2.9029348072747454,3.241937557655874,2.421205242572224,24.359907597787153,10.201583024079637,1.8638407286658871,2.140549179548866,3.521331139326035,1.22153686568281,10.75919849764591,0.7902207121468412,7.4768786678667665,1.0236452768347297,14.376578668749005,2.7568298540025626,3.174666696399792,3.707312647516906,3.7924458280598414,3.1683498796990768,2.7853045738915694,1.570482987728856,2.5133210160574992,0.502775480452982,4.482736243275913,0.7326599454616317,2.9155349234470176,0.3817989741365317,2.6112392010374084,2.34782048039556,1.2438854846284066
4.789784232761411,5.2102456217795865,3.4911291747864692,1.4140278028186406,4.292148216922432,53.31999011098939,11.676720889296243,2.5707938651577047,3.890425570358355,2.9158396693980513,0.7132390445011431,12.453317971007825,0.8942913434727137,7.403723775558311,1.7055215394889183,33.67105457421608,9.978491813139472,12.004913380214857,11.167377704389262,2.95785341197154,3.9380548487455003,1.7227881713705806,1.0924800391321983,1.6520630597063315,0.6703450887560193,1.9373353117776348,0.9749226527979772,3.6126786621810165,0.784848142617141,5.008520834544192,6.891564259235036,2.4569218592724407
6.527518196978408,6.961429057827238,4.129673560085544,1.8578729583071603,5.408984871495228,60.852415452053854,12.681680818771184,2.371382987120014,4.478003007643378,2.927629285575117,0.7069692040983648,13.489057310868928,0.8839214959426726,7.537616972712077,1.734971577148861,40.08662543148339,12.467976286872428,14.89693280523364,12.920492065130302,3.0950338377401576,4.583036843844249,1.7707560182604223,0.923731194550236,1.4431492272453987,0.6694468640962804,1.5144989751625397,1.0605498079552422,3.7609209112253215,1.0680868115664597,5.509900709402298,8.521235079682928,2.541803066334532
6.743818329529042,7.14569899993339,4.139792689516211,0.7236049791576908,4.370506997305779,71.11491204106815,14.262682927732484,2.6907681931936556,5.001087287055558,3.190914231482766,0.5675386273647098,15.31796828859781,0.8037631966780013,8.117482938069019,2.091942353623517,45.01803001129695,13.548111927849122,16.54062298037959,14.799765270846956,3.3283844633817634,4.8028841598224306,1.9469241126418033,1.014083705643201,1.6997482135354811,0.5583389384956384,1.4545552972684526,1.0183051040318198,4.249694599319389,0.7062221071831477,6.451964900756032,8.686961869252674,3.117128892689216
1.8541062162721023,1.91192042476204,1.6470467558049993,0.7627387799630431,1.055906481218991,20.4822516977569,4.6784100347519795,1.8413327246897981,2.2599169472096974,1.5160392064855872,0.6201087912975313,6.51375661135589,0.7268963773785445,3.764163587919701,0.8949982846322603,12.915089486153368,3.9560112136088694,4.797406982099391,4.181939495724276,1.3061116052220478,2.1943127912335787,0.6600778918011039,0.8306615307568063,1.193054872338515,0.5996660217862831,1.6311611258167618,0.7801000322389525,1.8086666784854109,0.4415072140586643,2.5743318126819306,2.6271121822313055,1.2228795049579435
5.7941048922935465,6.084911255400726,3.8657880378085125,0.92374347566825,3.7645704388500483,62.32649176708939,12.983845222598454,2.6312358566938214,4.702790396101657,3.190023060041827,0.7214330309346589,14.522183271973825,0.8259578101986852,8.094172029282733,1.77167591808312,39.738219303988096,11.713082333905882,14.566566749882986,12.610543179642734,2.7728138248300085,4.4589406581862905,1.6323636697181783,1.1634775119571283,1.7768311278854683,0.7450959182808664,1.818102136870406,1.1371693346309548,4.097668393109089,0.7214881881420953,5.7177948560910155,7.791642946373483,2.6258932649004616
3.9970525901630225,4.3635768474125065,2.774830813865803,1.1697778216641037,3.5373800954924572,42.610881529666905,8.854175545530792,2.4755564773578698,3.4880161629510873,2.2231245447727974,0.6070131036081974,10.360013241255118,0.8451523662452444,5.608412773953777,1.3670875155940918,26.542920747868106,8.054276561523615,9.992822045792217,9.058586001831323,2.1900307078944867,3.1131954307143173,1.255549176260301,0.8911203394472134,1.330737238980775,0.5873396137021462,1.3167476780285328,0.8610072513489317,2.82355393006595,0.608625249334369,4.196737258552283,5.493959538286135,2.0005230081666214
5.2628793620935825,5.484897437882338,3.175344587105959,0.6853143289860274,3.174472883687273,51.61394268777755,10.139108734620306,2.324958127334704,3.9543592434458152,2.4682360690904597,0.5991137069644114,11.784068841008056,0.771578817090155,6.487726493899458,1.6210095352857137,32.47021702721744,10.486566908694593,12.657104162025133,11.012120689781307,2.6065006505254624,3.953109155060804,1.4065402332203234,0.905423092778935,1.3582072907751321,0.6960679309810889,1.3824280189978329,1.0829760953333754,3.4802196951958,0.8525964304434731,5.006224417137482,6.788972140204089,2.376861966114626
4.0870976999051285,4.324381178046868,2.6627857088134763,0.6749527643964205,2.4097460166813582,42.06474853078874,8.36149065576604,2.3031842817882757,3.811822440450019,2.218818123258101,0.7111465276448595,10.76264404928554,0.9139802148228512,5.987165790204543,1.5052787990645926,26.973439233705548,8.58498100379154,10.765287508514467,8.805906478871343,2.1272787344675854,3.7760419597548935,1.1104387485981915,1.0286749553717918,1.4271119323941666,0.6333811123106797,1.5078057124192126,0.9723128698643838,3.067734477587722,0.6864678014042931,4.3566052062789,5.7280136870967775,2.1152000965395037
1.799121897596678,1.5886903749171262,1.7953582222653621,1.064705954990498,1.1735926895943138,20.04536183958983,5.695593099777902,1.3991319552773305,2.131837069197092,1.880680662340372,0.6939926841072136,7.032194823196075,0.5861862587839965,4.507535230744971,0.7037954278301767,12.708426065297564,3.700170820537998,4.175197257874436,3.5033579483195436,1.2887068446770165,2.1385234329088836,0.7584240022888142,0.9633075230834575,1.472543570393281,0.5200465615498661,1.852545219932835,0.665707945850972,1.9714813683793364,0.3922093818602718,2.188785800227327,2.299009063935736,1.0243525197712515
1.5718087110033137,1.613148773300697,1.6637252073614475,0.965726109012952,1.1159663796369559,20.942462208009484,5.447357582175159,1.4422039514795495,2.070997593051998,1.7785802925918874,0.7137003229765208,6.634144625591737,0.695827197164677,4.128472108514482,0.8516519294212385,12.67489179573706,3.831107295079392,4.395393995306116,4.034109621780641,1.5490110184927053,2.311820959852198,0.891054989987254,0.8872699313690328,1.374780461490911,0.5253116629227931,1.7127570238457113,0.7139836587756232,2.0483885067607317,0.3890085903276395,2.472251639080099,2.393158300900408,1.1915771524778234
