Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta,Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha,Fp1_beta,AF3_beta,F3_beta,F7_beta,FC5_beta,FC1_beta,C3_beta,T7_beta,CP5_beta,CP1_beta,P3_beta,P7_beta,PO3_beta,O1_beta,Oz_beta,Pz_beta,Fp2_beta,AF4_beta,Fz_beta,F4_beta,F8_beta,FC6_beta,FC2_beta,Cz_beta,C4_beta,T8_beta,CP6_beta,CP2_beta,P4_beta,P8_beta,PO4_beta,O2_beta,Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma
0.2857322037445955,0.508396533276597,0.2829825196985913,0.29937960702328087,0.31442161570257104,1.0000000000000002,0.47583982044461226,0.33868816858858286,0.4135574119945694,0.4610459234637867,0.33309285813343037,0.31078812405017914,0.2721262674850536,0.30431550499362386,0.28103947254142747,0.4769852084885687,0.28972948049625946,0.45740193908031174,0.6305465889203803,0.7063952537448799,0.5027454298629159,0.37187463107851165,0.7537574386071071,0.3156780481939497,0.5418133532041022,0.4455897904368342,0.5656993430817367,0.3016052045587172,0.2862111727080401,0.31244768052494787,0.29030192485422507,0.8320645093030171,0.2848808973271427,0.5092461331011944,0.29848011614303727,0.3285843673748938,0.3185524980449207,1.0,0.4894528267913353,0.3127722786251538,0.38398856744158416,0.8028839166428747,0.4017494009361087,0.24216877244736362,0.2715162910688793,0.31291958616603655,0.28961383772564175,0.6487941298739672,0.2704145290540486,0.3857292106972804,0.5873294185970488,0.7418502612000856,0.5542342182080048,0.3470646185080903,0.9154504737421407,0.37184132132229575,0.47240220912800057,0.5362172712048395,0.4242891153712911,0.39176506794185495,0.32046895089380023,0.31984385878531274,0.3249631893998462,0.7510626104476263,0.08985691968925502,0.14711060193411118,0.1203487569545379,0.07748954752960482,0.09016475706841844,0.665211310894273,0.13495114554597648,0.05221197494018551,0.10000221739561743,0.20867547637721132,0.12128590296872238,0.03247227058277241,0.09470135669003094,0.1137755746983439,0.09656140708121977,0.2079919438655028,0.1303910825339104,0.1750456200455201,0.14003841369253722,0.30771494894721396,0.17800551000186476,0.04790493944171295,0.33100340979428644,0.10337032494819504,0.10250102620642443,0.22479971817952982,0.03381606103596094,0.12629696132617965,0.09221279715350611,0.08015361634994472,0.12297136708646164,0.21438135498236544,0.05965234741037459,0.08468674087631395,0.06303560707265621,0.055272197858243416,0.04162334966103201,0.10108987216614929,0.04009448891277323,0.025245869427837787,0.03289968882865317,0.044349850566735564,0.0475274711046104,0.016286214750687165,0.0526618831820629,0.05353365087819041,0.05083973878408557,0.05086862429039411,0.08306664414752139,0.0977020913275472,0.0434815767215484,0.12685472321813152,0.11353426637758965,0.01998193003382983,0.05306077437572293,0.043056744852914546,0.034875342808166294,0.1524059192001758,0.008498373877297412,0.048416588558491576,0.04662740039211827,0.038177231993296395,0.05890292450108537,0.12093444117320057
0.29756395317915557,0.43967139319178106,0.2113791535149574,0.20912624722838336,0.28379235965686944,0.6439816171754662,0.4289170482629816,0.28721049186298175,0.2992722726088993,0.2998840036475431,0.27685628339657997,0.2504609564479226,0.23726899586019484,0.2321581657394134,0.24782564451060926,0.32356121017978806,0.410863372363222,0.34142102299893445,0.5084809245158862,0.28499413783785965,0.27489548591150137,0.3353851771284487,0.4682255669165132,0.2943825016815107,0.5979014856780284,0.48486349980034915,0.5975346240539774,0.2424408707252104,0.2585702383158217,0.26475673261074884,0.2317718387987886,0.6405203349264156,0.4886566218293603,0.7467921793331243,0.28242811697352477,0.30819556469677023,0.39677483501087485,0.5986565421287093,0.525713077335757,0.46589592106406597,0.3927027094621739,0.4599712218844732,0.3858371209477511,0.3482611115771767,0.30917540974868246,0.29734842117706606,0.3406061130854735,0.46376657184172054,0.549484579012299,0.4134438690779839,0.6867424586586783,0.4053411095020153,0.43757125068593095,0.45275425047256584,0.6168627729743508,0.4175416826551841,0.9319694194832674,0.5285181435696037,0.5977905648249315,0.39358883633128605,0.41068694745415657,0.37227731338580194,0.3217627549716027,0.5794797011768478,0.5806484527850431,0.709794244416859,0.48519097883855344,0.5044830457362025,0.5319910970233181,0.529701084256369,0.5300612060178319,0.667840232185538,0.3858265398034153,0.5212620152478088,0.5087986024292244,0.31861925944748315,0.5029609839715468,0.4735504468851014,0.5207080340865723,0.542025196267938,0.573878293471127,0.5194081309647522,0.517251258995849,0.5487800157162717,0.5997093540004599,0.5630508780010605,0.6095907980381661,0.5287114910926387,0.598346282111427,0.5447233953580549,0.32656537359862264,0.5355656878061771,0.5258642704668015,0.4246723500984177,0.5097534060267741,0.4656064407694108,0.5090823444261212,0.6634334490013729,0.5019725555693293,0.5195314777224517,0.5027537289830667,0.48230858551633826,0.48361110982629885,0.6840284263574593,0.3780137693286957,0.4832529815376983,0.48195318135590026,0.32966804659128446,0.49126747627776796,0.48824585227682504,0.48767047241006417,0.4845675124081853,0.49647111596608307,0.4782495313189831,0.48823461586349803,0.560754898584443,0.6111701733947704,0.5875921666006106,0.5204814182085354,0.4837658197831606,0.4944408050187755,0.5986790715487746,0.29709698178375094,0.49260640557082547,0.4901242506354786,0.43190675096214165,0.4932411542361982,0.42598682997221227
0.13295485978104477,0.21298669712929852,0.1381398349257953,0.13322406444776153,0.1195311077350464,0.0,0.09986747791889411,0.16160796201197314,0.03539901428697334,0.0800976857167294,0.07568155786725853,0.019833040242311917,0.1185046253060315,0.13133935060941193,0.12716775734712102,0.06563141804350003,0.2055189119124536,0.1576406740647867,0.09552321480401382,0.08340183131288847,0.044042635601917124,0.092330738778996,0.11584788504024934,0.12372884470527426,0.012465564844270194,0.0,0.027465535456449808,0.09041453333079824,0.12450133820609344,0.11407224351556024,0.14518630502599744,0.17439427379392247,0.1988723639546651,0.29974140853056763,0.22298156759353208,0.19223346440090358,0.19026155018640264,0.040244229887703487,0.07989607197653059,0.2142280259186824,0.0,0.12212317782609422,0.0868405384004039,0.10028352554583342,0.18161326445214365,0.20491069983183183,0.199991681421789,0.16590353094881038,0.21967743481549185,0.16673680303107152,0.13804968342077084,0.11642285477749847,0.1338688839213057,0.17154976030835573,0.11659851677321376,0.18194217489534267,0.013617366236777784,0.21547768932031675,0.17923940334757582,0.13933121454969327,0.20815362171564752,0.1881597717330967,0.2535294543758912,0.24435484649424155,0.22677643535350495,0.4184524381402541,0.3009474070638192,0.31357754554047956,0.2356839992362475,0.20405120680077693,0.18302187945832,0.2689456929920703,0.15979079189778755,0.1865293781401706,0.2367142121631351,0.17055956531886937,0.2652662610004655,0.2699374797385521,0.26204028940670254,0.23501689853252417,0.274432264921389,0.4715341152128362,0.1646224193672975,0.29577427777015175,0.4398257554643796,0.4072406912496298,0.18374689032654534,0.22034146095684765,0.17060886348044202,0.31492927613742183,0.2019162304430368,0.23053905335287597,0.2368753484622872,0.22950942697631294,0.2897387005119838,0.30368965510420687,0.17291235042918543,0.4027732962527737,0.21782662558220223,0.27589738162851385,0.16090805770193348,0.20590810105205515,0.1389297498825069,0.23537686413547007,0.1611285862340015,0.1403535438032436,0.17416319476124031,0.14468654625328173,0.19143507555785863,0.19682125943909054,0.18644542199274128,0.15876576509065618,0.18483929575660113,0.36498340843703775,0.14986658556481197,0.3332602432696127,0.4468142417903176,0.34044577476916676,0.11979171049970189,0.1515332073646179,0.16271122224044826,0.2487686677715226,0.18744654903533903,0.17359898138445562,0.17221329910931407,0.1722346186919324,0.20656915672973428,0.28888880072281126
0.6956579262732094,0.29017695601510063,0.613607053882392,0.5933706214572609,0.6450018603848492,0.7448844601248215,0.9282701769648047,0.7544400963668632,1.0,0.7311216573897376,0.7572520520234478,1.0000000000000002,0.6217669422924074,0.6284240867814768,0.6417799131739685,0.8236514782725708,0.8096955324901823,1.0,0.8630681949281853,1.0,0.9999999999999999,0.8672134230185915,1.0,0.6552156097730898,0.9868499137149892,1.0,1.0,0.6041274995509038,0.6223093480766864,0.631035041307649,0.6218009783770418,1.0,0.9999999999999999,0.6540583740863859,0.728445108208556,0.7253081448895404,0.8528138728944145,0.6584479847262008,1.0,1.0,0.9999999999999999,0.9882174775316515,1.0,1.0,0.7772871443917689,0.7503078180631667,0.8096302597394786,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,0.8772642153410529,0.9999999999999999,1.0,1.0,0.8028687449904539,0.8504433824143992,0.8419088426123945,0.7802192001583415,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
0.188309666647069,0.06617434178803083,0.24775218889187905,0.2515967192514895,0.19025378208947508,0.28133800354889194,0.2576771957639209,0.284060813655615,0.16906234004043624,0.20143779490974376,0.1987791817323926,0.12002068891305495,0.21359488214151162,0.23251663133901468,0.20329644649634923,0.20581038639465926,0.14273918077120326,0.027448704928038414,0.16299448944191586,0.13000984792125136,0.22793878502904774,0.2128427464736587,0.3316895700013853,0.18013664694118142,0.2599084472644245,0.1341086266637353,0.16752224037996244,0.20929813442260234,0.19272710159047438,0.22456579969775126,0.2257150254368065,0.13557807152450696,0.25712348848830013,0.15069914775548332,0.3339588965778979,0.34199747506613043,0.26963205396373335,0.2975018044819375,0.2645688489100597,0.3347243176517498,0.09048295090901637,0.3582566839815669,0.24922293637284804,0.1956373355711854,0.29165827871449806,0.3285643646193833,0.28339934034365133,0.29471704913228824,0.16431583567222602,0.010132441962373617,0.19587371609024906,0.13750156610437902,0.29522365584875876,0.2640452194470813,0.3313219583472202,0.25979443862885854,0.2823608359510831,0.3679122990199739,0.2999745814884014,0.33907746053395815,0.28118205151100384,0.34045952121793965,0.3196050357087071,0.40086424560292944,0.16428464552774052,0.4705299898529114,0.19618995786244892,0.2535300752060474,0.1806833873318377,0.37681350306046135,0.1533052834418322,0.218975610130738,0.1955734453743101,0.1657861732485019,0.16228865873015658,0.3206417964233256,0.16806821910148284,0.1929331223699618,0.17031283369886835,0.15490463009962097,0.1705380474476887,0.22928890801150953,0.14736967813488067,0.22577150249816724,0.3157067614326436,0.3087696272412229,0.2302929803079079,0.14791624802104136,0.16382229323402553,0.6857183018453241,0.3137915286086134,0.17048701634565314,0.15221329961953656,0.20729140652787104,0.20428386625811248,0.5539901219506271,0.12432337158852007,0.47590364961107223,0.11937888842510415,0.2046285940240974,0.11191501519083111,0.2492086221913682,0.10168006536942457,0.19718309015757107,0.1827744843030534,0.09445209307172889,0.10874019023026482,0.2828112027758998,0.11149537812673221,0.11165795710825892,0.11325848085065626,0.10285836414528901,0.12741022939276936,0.18747015005584422,0.10841038737757099,0.21341145236462572,0.2907691293435063,0.19040075536274195,0.10583810775157335,0.09714271484067447,0.12835453922381895,0.4712063177108102,0.27669448594053747,0.10423061100057074,0.10600840645960002,0.1442328129517959,0.12359301131708722,0.4076197574159591
0.178631999789567,0.36025334429606426,0.16915604260931066,0.1918904803574904,0.1546359522855545,0.609633551527196,0.30047438786845915,0.22965918110710293,0.3329917779501219,0.2182697874482825,0.1766259484164324,0.1896894997021909,0.1538114800542505,0.16975076112776716,0.15932289203541194,0.3119925537611667,0.22761443932016914,0.2571440819433139,0.3539477678226923,0.35413195939919284,0.24533947549187984,0.20035878293331172,0.44966423408941103,0.1775560227385134,0.5612806967223002,0.386447936989034,0.5697122098808138,0.19487695290013315,0.17954739194043925,0.15936329884143202,0.1923266479934489,0.8182612542401705,0.25264087131303836,0.5572464899021454,0.22014841537530708,0.2659530201879614,0.21038927448752717,0.6049402557304246,0.3681478675844927,0.25728487182015336,0.3789959130319662,0.35454641554086735,0.2532833435642193,0.19547333700839725,0.2011231912916684,0.21354666437645017,0.21523013675472472,0.5076355439781453,0.2776374578763028,0.25967283864129753,0.41778302513724985,0.4177886095840343,0.2816400229023357,0.23946940996878413,0.6661609445112078,0.2465047650337894,0.5242191925699925,0.4777553455618835,0.47917727079427763,0.3533879568265389,0.2638346860180636,0.240276100109761,0.2979572716797077,0.8587590694458056,0.15589987575021783,0.7176254011030714,0.17100862354858248,0.27239149281956365,0.12687273113688918,0.5408980713466705,0.1447359466568831,0.166723556028012,0.18103225530698985,0.15004173946487584,0.1463165371340438,0.1331654063050379,0.13760452827086617,0.14945353520716298,0.13557443508290457,0.2332359385387115,0.192469756787709,0.43236131222948776,0.1827867113267908,0.4377635955421997,0.27027155615194737,0.2074023989289737,0.3871038358203822,0.12062995068277182,0.1816167830342177,0.28931069232468837,0.09428418137100619,0.16572960696386,0.1263374257095408,0.1325134568274307,0.17287654967982816,0.34524608333200935,0.10736105792701144,0.5311021470605354,0.10774718914336424,0.1866275501519954,0.06670568835123311,0.15673837313253114,0.0600591382346561,0.12758551982569016,0.07986795475262368,0.0632521433119119,0.07487389745454837,0.09692631351129342,0.08294960983120817,0.08806776689525014,0.08048570094814869,0.07522770255772884,0.12091602004982395,0.25184342676676696,0.07666005426124316,0.2416840829305203,0.23199917588705846,0.10232664017921886,0.07374846151544515,0.06488445506183799,0.07182586278534961,0.17870665260809818,0.04606421052057707,0.07744441864182053,0.07402632670637349,0.07137196776909636,0.09634156459377416,0.22855354388409826
0.2864550697013439,0.2842562035429087,0.1648663100839594,0.1654283362211993,0.23939804992600944,0.31326448648198135,0.33349314771727046,0.1752103143634089,0.06783877551818607,0.22253149445129236,0.19760668743544788,0.08160820306892613,0.19338488012907012,0.20367823826183307,0.2112583542539566,0.16740584447115897,0.48664704559125893,0.3380796035038593,0.41846242158451497,0.21424902194585116,0.06134150927412507,0.19936190900769274,0.24941935525043069,0.26907972197940133,0.3530574206321241,0.11381605332649763,0.26018010662399027,0.2211211431640284,0.2558286746674884,0.19551549167844728,0.185374707213539,0.4760182055654313,0.3120633414939191,0.18783966431126653,0.16903741892692561,0.14625080240338842,0.29041370507010456,0.14101806816136642,0.23715621560818478,0.13930403997312124,0.04224350300584756,0.1939586141933724,0.15748266121513693,0.051466290178623864,0.21091563481026665,0.22433809814205838,0.24938953016516416,0.05901847369126734,0.4339586165956574,0.22833876112332618,0.38207103707852896,0.13760490498750488,0.01688670040922946,0.15875934053082447,0.11344645373275952,0.3182632893533084,0.18964871256860694,0.11375880939030025,0.18334262532673717,0.21967516525158426,0.29553676908750925,0.2301143036739873,0.20174535606381921,0.28054959580614414,0.12153069575683245,0.09697868339187321,0.11189650311075297,0.08532966058519689,0.1184767398724025,0.0,0.07230828514970988,0.18491534562619413,0.0,0.07562196558066872,0.07417537572453403,0.046979983525364616,0.10608205635534487,0.12364714798855739,0.11487041329495848,0.051056611498815185,0.20636398076451645,0.3234175848915199,0.12470501810461732,0.21454075721489263,0.12145060940240687,0.08454816598767564,0.07857739841946954,0.11121428936707661,0.060937624499880216,0.07680943007028222,0.0555604569104394,0.10041071247554731,0.1070186036815178,0.09111368248076937,0.0960697773441804,0.06476730734559727,0.08107778217877695,0.08553818942542951,0.07382594664078268,0.09580302551303876,0.05965036679612035,0.044980184974139026,0.04929222465659573,0.15315141568326904,0.04302039129344576,0.047680240676042575,0.05670820093383099,0.046266674731387875,0.06695087996495316,0.07043783156078044,0.06496479460646164,0.052224506806627116,0.11498220234100852,0.1986865950090823,0.05566882402118942,0.16473205412721903,0.13727176204352168,0.06775248047935004,0.03980575325624125,0.05519031429507062,0.05260707216122216,0.06835146319014515,0.04253683443807559,0.060745832841184615,0.061112428209002895,0.05450905121040146,0.06949186731726517,0.07361254077618457
0.050747237310825075,0.0,0.04872171105017625,0.03185415776018831,0.03124934859381502,0.031582093609748174,0.12914965309267773,0.028986830288069948,0.24172896315408043,0.0,0.04049205753396118,0.12698248958035008,0.0424172769091003,0.0326879230622565,0.04534037941853949,0.0,0.08467254939381472,0.11272483749525014,0.0,0.07997375099103976,0.031057625767206498,0.058986639349769776,0.08755048241506125,0.03957231752721982,0.22204523354153205,0.15697371089532886,0.32005600992817285,0.017186339516602422,0.04715475001641478,0.01901051402911913,0.043840443950655505,0.048422329578891365,0.03144851756497036,0.01501139745864255,0.05924325008695458,0.017750148595794296,0.030363038793300795,0.13141971935316987,0.1890320430365724,0.005699076345116183,0.2835421967575632,0.0,0.013796560225160459,0.08313829370743603,0.030328760335573274,0.034781206304431794,0.03595396614583135,0.0,0.050151408437875855,0.06412396313406976,0.04263531042284274,0.1228240002840929,0.0,0.018350785839631234,0.1271209633385033,0.0035491864878883506,0.3624248589427933,0.20099519452900438,0.31710354787518147,0.0,0.03750408283833137,0.02310733864930775,0.028058486819242168,0.0,0.008139445813649795,0.11705001745585686,0.017222875849533192,0.026654577187576495,0.008705012299565176,0.16206379746814448,0.05138091655856852,0.0,0.08105953726434051,0.0,0.003977951706739535,0.0009243227771676965,0.0020153018555472413,0.007940279705238931,0.006036564358374866,0.0,0.013305857654463488,0.03093767358012367,0.02707985004011504,0.040024517467468046,0.0024097805458901944,0.0,0.054808794118195725,0.0,0.07240027519476816,0.13971663419968677,0.03257693119046562,0.0,0.00308597228334645,0.004061955443828827,0.0,0.001579139608302249,0.014266996708340442,0.10079288134031217,0.008231827397595336,0.050681649186204006,0.0037141808187449894,0.028547210019653324,0.005981580115045952,0.0010087507128245937,0.009736953182792774,0.00011780651261267955,0.0023067438775206672,0.003368175031337118,0.0063090563483881625,0.006564913970395447,0.005952776297784245,0.0,0.015972745004922326,0.031717630362184696,0.004793949964219543,0.04185477178415867,0.04519835593858976,0.002251902455571733,0.006906205335468152,0.00431457551833175,0.007863022761143083,0.0972617971207839,0.008781591324948344,0.0031803835946731356,0.0050069633397443435,0.003620076804887004,0.0061818583678035915,0.04074594564859668
0.39664683654710553,0.3972815200756813,0.2485500923445459,0.2596367776851499,0.3306803233828465,0.2778846338394081,0.5157078346916402,0.23474167204488283,0.23295940634787848,0.3280667836853849,0.30793788155584423,0.17427062265797139,0.2807450691736848,0.2763391361231902,0.2972536851709465,0.30772137270540273,0.5493186538869331,0.3451388853078285,0.4353690777669742,0.17772158622402956,0.15998033508848786,0.30385435960509705,0.1832729292487214,0.34726906561475585,0.5246865756893765,0.1000669875111096,0.15459159092305652,0.3078708413308555,0.3362769359375385,0.2898525657268572,0.26277429417898374,0.2858937466996484,0.40036215568510003,0.3929851156097468,0.32097207880573186,0.3356990462695608,0.38660416438028855,0.2832629919759293,0.4071143718610658,0.26574425324664064,0.22565146147027826,0.35209592946835006,0.3116643076001709,0.13970872156197195,0.3378724509241378,0.3583263215927749,0.37078207792647877,0.22957719799744203,0.3924533037720872,0.20794774507070568,0.43255570250680875,0.22523446102518785,0.18573274765831316,0.27997278729695657,0.19017938426508696,0.38129144678139915,0.3677742806296779,0.1301817051496572,0.1815578376480571,0.32768627017124075,0.38641283806464444,0.35664349189287137,0.34033820211964055,0.2553679141452183,0.18823300902521573,0.4270779052131295,0.24381595595231847,0.22365583968735162,0.18988578066485956,0.2049043351414841,0.15012380905626987,0.2008634462057234,0.12299639848043764,0.1649157120266512,0.1769465719530433,0.09227501528697618,0.21258008395165012,0.2337864100254144,0.21361245384503977,0.15745210467404347,0.19927383809378563,0.30448701971269415,0.16600751787951962,0.23101142434125976,0.24485812704571325,0.24731530920119785,0.12791763945098877,0.17516606941704616,0.14018597476818218,0.13151974699154584,0.04751029340572277,0.18715548654164896,0.179841717994153,0.16097987028918315,0.2250150292609903,0.183474339851602,0.14306681036956223,0.27272990027206623,0.1465399548855777,0.1609497266547827,0.11655276573304338,0.12729499343370998,0.1014620416045736,0.1576591843181625,0.08542742559090416,0.10100462649528791,0.12241283187768176,0.07349779816127122,0.13522375751554655,0.13899442899910516,0.13325421408884716,0.1125700485838694,0.14327011296101613,0.22299534313943864,0.11132080017225358,0.21980241208227724,0.2117725255509302,0.14568505647935573,0.07781938138051694,0.10945652933760577,0.09936312666624916,0.09805127103174391,0.03637719866731414,0.1245300975362533,0.12188852007748954,0.10548861253715316,0.14472889754069262,0.16159707615015761
0.18471945181229082,0.1649006323360711,0.18663405070788813,0.18927965910654881,0.19108582610372532,0.31426489822600745,0.29047914127997077,0.19791123986276232,0.18453838755963958,0.27200355771143137,0.21091737079364833,0.11643385003017032,0.1814798259924949,0.19061728862669675,0.17873286162016966,0.3660859267110779,0.1486977388107966,0.04906565343163172,0.20716404658021226,0.10184684577451164,0.16209878574691428,0.21389072772112855,0.1876547292872719,0.19120682963538943,0.45705638942433013,0.16467676927696884,0.4462757603358385,0.19439615079883957,0.19426248325349985,0.17534061628124142,0.18922212719383075,0.05618611602539936,0.19148993240351656,0.19672882221464794,0.20714045788151178,0.20472796856989509,0.18800773014110142,0.3221283287265544,0.267856871417394,0.19148712724619393,0.14098887924422876,0.5124051912195131,0.2619578490899657,0.15150803502665217,0.18197391038597538,0.19423880671388552,0.18431870217587307,0.609553535122821,0.149592523846523,0.054971712241632,0.18239146976717235,0.07871617110322127,0.22612542571804906,0.19788836046835329,0.20928955482411826,0.20216724668059108,0.41187063783519007,0.26932659751128507,0.366889517132702,0.2519377152468383,0.2089819481558168,0.18608880308650275,0.19536065738888125,0.17077607046737553,0.11782661141420095,0.13660131144498044,0.14718579610739302,0.11551692003614947,0.11898535306585085,0.2483671904755036,0.11215579837898582,0.22779410407829262,0.12107289318362113,0.18173520854783806,0.1448877564622434,0.1545953764073764,0.12600990160231476,0.1333801868175496,0.12753592713747822,0.25647341271882806,0.13697348526401915,0.1729467405369623,0.09273744566819425,0.1818090142288692,0.22483209650823738,0.2597075894305698,0.21950909999019053,0.11113511902963114,0.1618014847915078,0.2532524631475177,0.16112299182404982,0.1341919821119816,0.11559241143483626,0.12080236767206556,0.14276972461320128,0.2564785016155776,0.09728118965832404,0.112705170165456,0.10297124341886792,0.11091132156287414,0.08637249137374971,0.14007228629972968,0.0788064858673889,0.17177677224830606,0.09597436895114966,0.07831945146994601,0.09163196413510422,0.1083816834715316,0.09880080992231147,0.10235844361252072,0.09791436749215447,0.09179187132945238,0.10227366754156932,0.11529134545438274,0.08219235049264907,0.14825635699631512,0.12970981456069555,0.15255511941573355,0.07577876731476724,0.08069995795543508,0.08377084537911939,0.1896675772806049,0.1046349711707347,0.09148496481452847,0.08929341860922306,0.09484252855860459,0.10786001601083495,0.20802194635708726
