Fp1_alpha,AF3_alpha,F3_alpha,F7_alpha,FC5_alpha,FC1_alpha,C3_alpha,T7_alpha,CP5_alpha,CP1_alpha,P3_alpha,P7_alpha,PO3_alpha,O1_alpha,Oz_alpha,Pz_alpha,Fp2_alpha,AF4_alpha,Fz_alpha,F4_alpha,F8_alpha,FC6_alpha,FC2_alpha,Cz_alpha,C4_alpha,T8_alpha,CP6_alpha,CP2_alpha,P4_alpha,P8_alpha,PO4_alpha,O2_alpha
0.17647500210541456,0.18038476895713904,0.0745113262170313,0.6703141020948512,0.3481223241442069,0.21200391369561344,0.5683986667512557,0.46888189618821596,0.2407921568253626,0.35861453858627945,0.2149214422901306,0.37815723168416837,0.26799457877369764,0.2824259452187971,0.37996355636482604,0.3347266862404654,0.22420627738179666,0.257695636366277,0.3454305709329324,0.31551201300847254,0.1306974668500145,0.3965475467204913,0.1246532928564647,0.14052386279033374,0.1750136507696483,0.2417488796161087,0.19900484312164812,0.22731045299332886,0.19934542721618154,0.1778117278350919,0.3910544526018007,0.43852501994090265
0.18723295038051735,0.2303887716988454,0.026014265304115353,0.10964333333467091,0.2255919176582814,0.2102715455992199,0.29330187824273746,0.8686549675899919,0.07871884356250647,0.20194960519962768,0.08378970499806032,0.11736824830367687,0.08022373378950426,0.07821406901767486,0.1242864597038521,0.08356862689689548,0.11779955515660101,0.14049509273258454,0.16533195421488778,0.11140625877613797,0.2265192433368169,0.10602879175489566,0.13694584034727475,0.15902807657114604,0.11588888573763373,0.16619795583005592,0.2685382791152587,0.09148221087763908,0.1489154528861633,0.17162991229179944,0.10923944206819824,0.15241523374654986
1.0,0.9999999999999999,0.21352972510905024,0.5141292051000684,0.33250140877399365,0.7207213687435726,0.6888099045337757,0.6469918676109605,0.729638307687097,0.3033794008817443,0.7213947456239704,0.35131781565268616,0.4368093761941892,0.059889757519929754,0.4596137812095107,0.2908848743285002,0.8094350712328126,0.27679992050472424,0.2563476290893659,0.1783988646411574,1.0000000000000002,0.3055331760352654,1.0,1.0000000000000002,1.0,0.35868234797593945,0.9999999999999998,0.884510434604066,1.0,1.0,0.4812622056905035,0.12886574794686456
0.2648219822765173,0.2823376860168334,0.05256630602104975,0.2578126415470178,0.29157670632051064,0.29846454477639284,0.3937384968788029,0.32532740043265207,0.22086248493085292,0.32232902855881174,0.14506884825515137,0.19060187250453398,0.1414593016763926,0.14519539666314246,0.2930908296223139,0.24741781947639585,0.21858101918695239,0.24774953961293933,0.3092927616158956,0.2672019763008704,0.22323682440376025,0.24221279542408103,0.19033057967141515,0.22941035157876044,0.24468789318415834,0.2573142082801092,0.33165702637271705,0.24197483641538253,0.23026308571655207,0.24200621899948752,0.2270578995785585,0.2643191553596982
0.04075276096272368,0.11696794500024624,0.4500738964026191,0.0312462598675064,0.2617135744144627,0.08489741308076137,0.11046249994135815,0.2042887711150212,0.1164292334927931,0.2567908756506607,0.05782731881891018,0.21625870526357938,0.08167361191945272,0.09920414883987849,0.1476232645948108,0.1906456926913931,0.0,0.1505763035220763,0.22821805094807324,0.13148073522950898,0.08035128638610012,0.17965278196238788,0.08296899439895417,0.11218675783788151,0.13187122487438713,0.13792886227238776,0.14265078155545952,0.14403314801119516,0.06595723092473821,0.1261860900209055,0.01770596854415385,0.07295956273715776
0.7174593079872161,0.6554362559732984,0.18348343670077635,0.8126618830628715,1.0,1.0,0.7333982113858375,0.4398774236107088,1.0,0.9999999999999999,0.3817784310725468,0.6976145180083164,0.2705712201056833,0.24509349402418906,1.0,1.0,0.3794211816371771,1.0,1.0,1.0,0.5374136519262414,1.0,0.6093703903469718,0.6264410271957825,0.864263349926474,1.0,0.8360822423847056,1.0,0.5555286450830794,0.6557294090917508,0.28833168965407907,0.1915020657115254
0.6703470211385395,0.6499877375664603,0.09279769930335163,0.6003735385221595,0.4164546286172041,0.6929023986036639,0.6441244492262732,0.21018187008735367,0.3117439113455759,0.40853194304284834,0.3098112393911587,0.19821657590234698,0.20542763452876905,0.14892342833550648,0.30887781562988326,0.2563064193420731,0.4526676843091554,0.42925343576752595,0.35368717130271055,0.38975115314536346,0.4943491567932537,0.2911473023898107,0.41053617470731435,0.43795744399538367,0.4442567188767061,0.5441875625000269,0.7416387886723705,0.3651479306601749,0.45352425119899586,0.46450410606765324,0.2960733777734532,0.28986449430043626
0.14750572431793707,0.21319538377375005,0.4022052038786763,0.16070989149582837,0.3852763149092931,0.2085801754934814,0.2095199246524908,0.12031529827012744,0.3583552808835081,0.37466252892112595,0.11066088141289016,0.21257578060205862,0.03900318866702979,0.004145577937045841,0.2972737974944374,0.34389076705398347,0.05383499712978013,0.254094700262511,0.3827785197744946,0.24601995262410314,0.21468307917507967,0.3469314564422221,0.17819372736030398,0.2476827368751155,0.3339560303397115,0.25800541182516423,0.26699364534972553,0.3718759718524738,0.2035080500426797,0.29302491925570806,0.0,0.0
0.26502128145040416,0.2745179945362727,0.025962583139354928,0.1857540869200397,0.4412665801366758,0.35304106869337726,0.6277866548117517,0.4342029423892424,0.30820274850454643,0.4620924329884397,0.09912845650428487,0.264003939645141,0.07822028919390006,0.09782396589712372,0.38750409485147586,0.39614788721439576,0.11787062567402717,0.3984545933451863,0.42017210858389387,0.3487103200763031,0.2004499830189359,0.38159348756654454,0.1698509241193668,0.20836909317416807,0.2668911838529389,0.4123028501336735,0.34755525376052737,0.31564385428974995,0.18934349056084432,0.23992273988437993,0.1251906026382078,0.14839497194100093
0.6614804596441993,0.677351591672508,0.1182633931803512,0.8282200250223167,0.48938957332369776,0.7269575899586528,0.7398294921028714,0.265966327429057,0.46347921912941825,0.44910961299927354,0.3714225394144198,0.2694447971160385,0.1724057955635671,0.03816904437370827,0.35453382514550413,0.38314214807804037,0.4760248708410394,0.46727236961064555,0.4087039232010131,0.4042828387563284,0.5462314013109835,0.37478161345552663,0.5229061497519065,0.547735433120955,0.5463967231054212,0.5660449580815884,0.7807165756520476,0.5328792950888068,0.56828715208096,0.556352830313153,0.24614984055892164,0.08277363543902061
