Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta
0.2971830296280674,0.28707445676016907,0.378902402367852,0.3378958638020251,0.26080016696709185,0.2898547564171757,0.27487822289277425,0.32954038760813564,0.4164185920438481,0.3478562255452171,0.38797377363245444,0.2329319065419002,0.29075276867756006,0.3090417866850682,0.2972671517624954,0.21841290484039966,0.25824324936191645,0.4181945999511485,0.4295126089341681,0.18914498436766758,0.43628538428246144,0.45379512901071606,0.2336657225207408,0.289234016079268,0.289966412993378,0.7238382080709914,0.31145189001083184,0.2590695163575264,0.25144749701741964,0.3011170698869954,0.3237456010811304,0.31737751207187115
0.18074178722993495,0.1838197733030622,0.28552785799243285,0.16573315883410644,0.20207344373228187,0.13076077239281775,0.12131669386711924,0.12116880023428744,0.33265545122427853,0.08652755705690396,0.19157981569700167,0.134118545576157,0.12942436541265848,0.11629742570884155,0.12334905277041153,0.07783358136076513,0.06073601379652471,0.20733234819291246,0.12760363630842408,0.10534970516069664,0.20227865781143795,0.19068366580052076,0.14528487126478817,0.12172365680988295,0.1356271433745238,0.09599206646967795,0.1434547193420872,0.06566652524897598,0.1081565573956621,0.13984006053812265,0.14076304842778542,0.13910654878651907
0.4229787601448881,0.6499214052673293,0.497518879477881,0.12431503524863396,0.4818310909502024,0.39511774510283376,0.3936375778142475,0.36954575861796535,0.07300679856944792,0.3575090767346456,0.5295780993021781,0.4195858513652373,0.3371697497214424,0.37991276468132396,0.3240604829597774,0.39406240315707985,0.07690310410718082,0.0,0.2767087928697216,0.4476973428876371,0.5721512567472806,0.25456023652774307,0.25843154861302786,0.17269306043319188,0.3779328477724766,0.14783316426188098,0.3488460984958961,0.40047623080461825,0.35449555806200195,0.3753110845480677,0.3451293486888647,0.34149749493296655
0.2877741430628784,0.10004466784302601,0.11994488514881463,0.22177505659955687,0.16428428471445222,0.28589031513119384,0.2715181032143476,0.21561836701722437,0.06516127250303239,0.32301809128602266,0.2985186576514407,0.22257336730211896,0.27260709877319655,0.2597611105078832,0.2858881006663425,0.25114536054386283,0.16091360669864607,0.12686113020625245,0.22987343767090396,0.20040515200333753,0.07703334073172141,0.23447226415879652,0.22010230765490224,0.2290570636175152,0.25464323070674877,0.04141298188036768,0.23003286350978047,0.2206802950229253,0.2212220986659421,0.2920052485315514,0.2875022122868195,0.2914831977787017
0.8715197774932751,0.522818128228051,0.22438050032169654,0.818515420076242,0.8087784124871584,0.8770812467772147,0.8781362812355655,0.8490472991060536,0.05591309419756785,0.8936634937586521,0.5640110167924137,0.846292418912416,0.8682351708972228,0.8409455698238464,0.8773991623589693,0.8527062853855938,0.25198302513421234,0.004269089694965311,0.6958600130466712,0.8101329054325769,0.7754268042603321,0.8136402736576591,0.8835243110710305,0.7388545763420108,0.8600969785591202,0.44744840905671457,0.8332335928014684,0.8290916217428461,0.8137203801102563,0.9140447471772507,0.895696419555853,0.8789883156197927
0.2918294140217059,0.6939938649703002,0.806853689579112,0.3168778248966846,0.4475585102981394,0.24560884805409505,0.25306018194383334,0.3379865451973181,0.6612135764115363,0.17802600395481716,0.543720772685669,0.27709509322991577,0.23531185305425903,0.266759074464346,0.2096473112695273,0.24623650372962025,0.18907709095760628,0.3224829024643665,0.3814420215378047,0.3250465109684204,0.619407315111834,0.3175994186786423,0.2388227931331771,0.11393147228449463,0.2604389563290187,0.8089752079015599,0.2866304851183439,0.2818088244062169,0.2695429590454471,0.2456341422140722,0.23927521857675593,0.23267653499690977
0.4359881042618311,1.0,1.0,0.28915554157994694,0.5452924655613545,0.2699285198287917,0.29863643481605434,0.4829775462146846,0.7822076306833681,0.22608675123819355,0.8793843025119237,0.4010213052789747,0.23907410901396833,0.28867355095697267,0.20682693579588773,0.388304479582378,0.9096450325602337,0.8497427667833468,0.664095595397602,0.5330609256196869,0.9165823937097264,0.32701804643748733,0.31529241326795177,0.11852909448892135,0.32802175923422594,0.7703164224509896,0.3628319751154566,0.42584499342669313,0.3700183900141317,0.27797264796861243,0.25452846197915924,0.22170578646740263
0.2654633238616041,0.11563525944550324,0.3114567253639322,0.3217439580329049,0.16830683288579795,0.271166348777454,0.2579359797732617,0.21445833005607318,0.1652686118641441,0.136605258422014,0.12483941408185206,0.2111253243266059,0.2697961151818218,0.24780188500985778,0.2958840881036633,0.1365211502110757,0.14912666822252318,0.15751589031040336,0.21495604653717248,0.1548226059238924,0.1387134597832489,0.2868846687858857,0.20463209986588127,0.0182130303446828,0.24622821847594356,0.5249423649033617,0.22994659700611508,0.12224803944771989,0.18933515726969607,0.2861067283375185,0.3080096744222077,0.30575749891687687
0.34253354171869943,0.4919553379919076,0.46442869013745314,0.3745190579166331,0.3406728762180601,0.3043283497145382,0.30667822605932743,0.3496428324131341,0.4363292497846194,0.3654454219602318,0.6310362890060053,0.3476772708329129,0.30514605221792734,0.32267976690523104,0.29366827449410127,0.3525312877244705,0.34398782721125865,0.4411014197846109,0.345916216285894,0.3959755828819934,0.6790981342020999,0.41028903470367584,0.4304282911907813,0.3542023462917988,0.3404605044405814,0.517415747874909,0.35889927267434174,0.38199558896459684,0.34831773265130905,0.3071335177235536,0.29254161102297727,0.29979883728418144
0.6128727741973957,0.549346997716006,0.37149793965283073,0.4618552925270779,0.5980390204386647,0.5416772066933504,0.5653567760867639,0.523660327848697,0.1674974328552029,0.4745461105880634,0.5549524788531677,0.5713844092368219,0.5422122405184702,0.5528816644251475,0.5394663978560487,0.5614456622712587,0.2107262578872271,0.10801557494453395,0.4058993267067419,0.5575458757129742,0.5370485190249514,0.4870678340599792,0.5071072565747374,0.15624512811957403,0.563062331178875,0.1730846501597858,0.5372806969247479,0.540386305073576,0.5373207329551026,0.5921024286291379,0.5555389209462958,0.5500167563980743
