Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma
0.050635342825752855,0.07755722732708326,0.038457926575752324,0.04060184383922738,0.05189872186120546,0.07426556510188548,0.05702767041142053,0.047496452246535016,0.11392377525104963,0.04506643877866912,0.04390118237932772,0.074241405091559,0.33874931488778015,0.06307338413225944,0.13577350977978175,0.05834836204169502,0.07250820354073108,0.10798154363131446,0.12313209479552428,0.140743026226597,0.1925846955134272,0.14662912870510897,0.09594216944057343,0.038867029184788016,0.03175491735179607,0.09445973956822613,0.10029778503218281,0.03448104447718145,0.031204412724595912,0.12595279775404578,0.052076360265112254,0.04431657504726483
0.0047357732340534975,0.017917406749021786,0.0026862017356912675,0.0,0.003942176508838595,0.0006680261250584518,0.004347582817719617,0.005217169749246096,0.03724185818418008,0.005964316718193523,0.004948550186216344,0.00965105209537935,0.07849733108437229,0.0,0.062046354348325394,0.0,0.0015850485447465174,0.0,0.013258111500134034,0.001907032400741998,0.020895323801445015,0.0,0.02220718382708564,0.0013528273046764239,0.01050438816419548,0.0044868558514886,0.005616667871933573,0.0027847373394158104,0.007910788218754752,0.027180640685998958,0.0,0.0006838220895839658
0.010675677646574594,0.02481495298531755,0.0058297063153355845,0.00684818758395931,0.00903386516463131,0.0,0.010130216786576156,0.01037151482935051,0.03520047796091619,0.01110853083543828,0.019720398396034344,0.01920131178403557,0.08147455331592901,0.020692295503586727,0.1898591868021171,0.006979281926944886,0.005975256646634855,0.011325119641295567,0.0,0.0,0.027537224754310974,0.0062067154695160665,0.006665258331853496,0.02280878700464198,0.014350328811970792,0.005708313852382282,0.023967916769956493,0.009384730284471676,0.020076446184970398,0.08161327052753053,0.021690940167089154,0.01255610580353525
0.05716255554405884,0.16755043329173885,0.046762403856878645,0.027485507311111143,0.048587980173104145,0.060877792348038584,0.053184158110091605,0.05613708799068035,0.07330456355640713,0.051401712962191586,0.05243278119969266,0.12210063981865142,0.17785897980279852,0.05049167023217607,0.07172668371738045,0.06822756715350645,0.07400137727206975,0.19482481568264265,0.12000434505843444,0.13530359965550942,0.2160047049893031,0.12132018337030832,0.16733085561259514,0.15714289376489524,0.12128101912173674,0.10293700052083347,0.15347076952751085,0.13875689423967844,0.13228971820343605,0.1632600606627565,0.046741545741360885,0.06311769261829962
0.05402160189545323,0.09169527668142247,0.02817725113688718,0.03464223521789152,0.07330430619384695,0.09126177763822907,0.070513323566882,0.06335065705946624,0.10116129820015024,0.07120251458759025,0.0781906775097288,0.1284367392312072,0.32751087646841903,0.0872012545446911,0.11438683393175397,0.09190557515811862,0.11139639017572504,0.15885156151092344,0.15296369040239344,0.1619916240117924,0.30024139729768107,0.11526480857145611,0.19118052036009153,0.11166719993647681,0.08332515130697073,0.0851503890884442,0.09915416809696406,0.09748163868435172,0.09276813080363884,0.18300949835470515,0.07200875156006914,0.07403070463693386
1.0,0.889521201057911,0.5018786052780582,0.4032597670604989,0.256742151925441,0.35993285341445114,0.23773104189883204,0.3455522531174436,0.19100203530553145,0.13261846598592794,0.39154970994834504,0.6505362777623103,0.663151298941235,0.17585903791066224,0.6702489032584847,0.31368427464665005,0.4747602669249443,0.6203113909922592,0.4322922794379641,0.6204275018418477,0.918509172108204,0.5778042586762837,0.7854786047584968,0.8181312366515481,0.6764295760571044,0.5164180913474198,0.702472290719772,0.6234078730950751,0.7231381972524885,0.5015547288742889,0.12531127993853605,0.1347914580309233
0.08884096202371652,0.13776259502678428,0.037881245948564124,0.04799135162443523,0.059308916621410926,0.07371603059486437,0.06015586592596233,0.07086918813164153,0.082979330626614,0.059723529935568793,0.08278245901181683,0.1384752366380454,0.26409010371590325,0.10969031098572624,0.40008912799390517,0.0866667916731195,0.12995162137753008,0.12977929967310292,0.13000918675313256,0.1220320621245366,0.29824763261217,0.11663353094560162,0.1640150364679599,0.14813989107403366,0.09651055178952862,0.06806135688994037,0.14766903240840254,0.10852495615221708,0.12196129730331189,0.5715766137582102,0.11310232457430175,0.09674057963685466
0.0740112695327298,0.1325354878012196,0.03518495813091216,0.05022796748028678,0.10441407957954653,0.11092476383421113,0.10522827973311896,0.07810928559661487,0.0823417974473667,0.10578234386295438,0.10558699890956019,0.13838396620259624,0.2030386092230867,0.10054478320635729,0.06851691457097231,0.11103492471864293,0.15884652294441926,0.17391330059553317,0.14572330532402633,0.13703817806060398,0.274166586982564,0.1673903700597812,0.1735880176079685,0.13352523034069022,0.09588912802517562,0.1284904771034281,0.1452797046761962,0.11865225529948781,0.11142187384267475,0.18882433030113283,0.09600544507510053,0.11062105122065909
0.01006101483192165,0.04321502253941223,0.011747589332403215,0.0020283158780817143,0.010456672216711337,0.0016180691758927168,0.01346870880381338,0.014003928465742492,0.066511591419745,0.012011239417089536,0.019962561699198883,0.031798717286763714,0.15614876822783919,0.013276715885578078,0.08762295128331493,0.021842162837780704,0.0064211966389992325,0.023755090648486188,0.017008665950493024,0.009147346320595301,0.024576066608338054,0.008973256442591296,0.032570950496049744,0.03730784350012409,0.02499140722002967,0.009860428497471083,0.0369442878624093,0.032523625822805324,0.030159388967237286,0.04781587670616044,0.006108481300337906,0.008535153561888026
0.08074595733347775,0.1346626276499675,0.03717169383303942,0.05427017976183761,0.1144852154139225,0.12257498994804755,0.11555636706968136,0.09223457126490373,0.13158979650615854,0.11571673507871655,0.10096543589243148,0.145127901878793,0.1904991465362601,0.12959949128444645,0.07918570478136538,0.12306318238993127,0.1593217152126632,0.18576186723026444,0.16477877579737582,0.1060692079980756,0.15813447303267184,0.14451392733419788,0.17559892247914233,0.12519283027957265,0.08775351231842303,0.12933510588269204,0.15641650752627126,0.10709101864449419,0.10245593928702114,0.17717907697811364,0.11142274557589824,0.12066446875337437
