Fp1_theta,AF3_theta,F3_theta,F7_theta,FC5_theta,FC1_theta,C3_theta,T7_theta,CP5_theta,CP1_theta,P3_theta,P7_theta,PO3_theta,O1_theta,Oz_theta,Pz_theta,Fp2_theta,AF4_theta,Fz_theta,F4_theta,F8_theta,FC6_theta,FC2_theta,Cz_theta,C4_theta,T8_theta,CP6_theta,CP2_theta,P4_theta,P8_theta,PO4_theta,O2_theta
15.37627229896064,170.91106238559564,7.725967552699927,120.63136078611377,119.82825180924661,13.516390359934395,103.77968179527996,182.3186858389502,332.6729551001374,55.507137668548076,36.26012730208846,40.32734728065917,89.99276377051828,60.18361669845524,5.651001721246301,59.020201413687644,22.363847026927562,32.44805220694841,12.902778991114786,122.12462717020574,44.835932331934636,323.1769749326039,4376.442132682094,4.067294648271745,43.944479385716775,185.74074929676013,784.914791268613,272.40368469380167,88.45142706301739,77.67820926478441,780.4120892438932,42.11166108368741
5.331862922747914,279.4007216200227,10.173782209419882,209.99587138646825,195.14986247783895,18.60723646606193,167.70658802877185,293.5724705981552,545.1283523106217,94.53449282174785,57.56896290457312,69.06753056289276,152.36474902470417,95.43175355092974,6.140403774899793,97.82165808935913,30.744683125030097,55.84253911709405,19.609433681540434,194.7899938277574,72.4870922885178,526.4168172922243,7183.786076189335,5.437555672102097,75.4034023834887,301.2244222599541,1286.2357888306158,445.79349028484717,145.2555317306514,119.53477527844514,1269.3540636971777,65.61610989365563
5.221847300828547,186.80481843252724,10.155882074865389,170.6061451700166,130.58745779694885,13.047761654388474,111.06751938198973,193.34977717022883,357.2369044879514,88.13867147629693,41.45346288898857,54.22955063491257,122.03582494329694,64.17448749018908,5.2244598717303425,86.85348964109022,22.767896244599058,56.45025490803218,19.566225429793498,139.92309115026478,54.134882716255206,346.01185200254156,4934.126162598344,5.431288781260045,58.82678108226413,200.28504689373622,850.0922540311449,293.61319113075353,94.68463873920223,77.83213871236434,886.9697106784694,44.36242124410584
5.51183040876459,48.71179775821319,4.9727273350921735,48.551529281924886,32.13853804005365,5.434862675792788,27.517471023925317,48.418149946158714,84.06697296801067,21.768837021729997,12.2019974966942,16.139251596303268,32.6082480058398,18.854420377910955,4.603079803462343,23.01630273272969,8.01224483986159,17.237933872555494,6.507820864325474,35.61943635350007,15.79573971308355,83.33909533400275,1135.085939094917,3.7010624289965546,16.791018531008575,49.73980141401252,196.31883689736526,72.39739890704965,24.287296872760425,23.580846775776102,198.8097047751734,13.1402778278897
5.592414667252843,346.92043516895,6.597728272822602,235.70806323915522,212.41724680566566,22.8133714621183,206.10814648968602,359.8182749179869,642.9619958959254,64.04422710314152,57.85325508740799,79.9905890175373,122.21949802131124,112.65258241547959,6.227028225690025,74.62224230931415,32.97411790835539,49.70919108669996,12.35336723798493,190.10461109898415,92.04611071809921,652.9813661028576,7552.014723614009,4.75667273352935,86.19794941711281,376.8149266184119,1443.0498334054823,504.82766497971244,178.13146146410952,145.10291490098925,1401.380079556283,75.19506510796415
7.974222766331183,298.7493584085881,25.50161807242205,454.64819568860196,158.1184109960344,17.421220411140638,146.98753660639602,246.80373883513084,429.3408210027193,208.5340474148449,59.104360094272394,123.98018463632434,230.6553821640703,77.61286381057147,8.164433585615106,180.4224121162983,30.524476185085184,176.524910790041,50.799358378950586,206.36013131485993,97.81018539910168,461.1567777039862,6340.519713977526,13.204465477028636,149.32412445254894,288.33426765542606,1023.6860272076839,358.0388468715993,127.10995280407253,98.17466160166943,1054.7458859943738,54.749085578017514
6.372907942376522,361.6861502696237,20.565012646968615,426.7951802037176,206.22575999853998,21.079855321432714,196.02249775360775,324.58028964282255,585.5605192905759,167.38746070089724,60.55657314713622,124.54847597489096,206.1583589762584,101.04337094654927,7.543488587513055,151.68673114728284,38.49803516065788,147.70835192259347,37.981559828047146,215.61225320636507,110.11443248688421,627.4478577769181,7552.857335108245,10.455206058039074,144.0225078014775,372.72699893779424,1325.5289840666721,459.62503857474655,165.8786674865119,138.6479622662238,1316.150211290064,66.51675673744772
5.747759486940865,118.64405208907286,10.58608058634689,174.75882971225985,56.450858786814024,8.446008185221254,57.309426053102186,94.19041164821522,160.92378253955997,73.55753602442984,22.971796906716854,50.41744829822856,78.64699219385616,31.730943823859324,4.804886352275869,62.509041761156794,11.962438792333572,69.34134901846548,20.193956234013946,73.50327475628258,40.7281462322965,176.98899469585905,2203.5239844479975,6.627537455836796,59.59394735698734,112.60978590247512,362.57153255387004,130.68773624986477,48.38429923270549,39.71772756331761,378.2878939961379,22.444773107129045
4.610072631610449,70.84542899164941,7.7205149397131025,101.36594688464785,48.341333124855375,6.775910883656538,39.82611907652424,68.65184131594447,120.0528773035837,52.26903947853277,19.296783618953032,28.489011652174042,62.6745919097505,22.82403387270267,4.819192757227039,47.617782920925805,11.311088862305347,40.09140682674951,15.259662936551056,60.47602815346826,24.11441153119867,120.68829364342378,1829.9500371795157,5.316836564596233,35.03563019092869,78.75595746756994,289.25213168782466,103.8949629057014,33.06453848106432,30.046608126552744,304.30802316089705,16.625795922844368
5.10435365866316,374.5832963073938,18.366887781305874,400.76011308123645,218.09532431774406,23.24456673952234,209.40300909896916,355.4027626483408,631.0071585329421,149.31823712238116,62.88544411521195,121.44688274887876,201.54044300159757,106.51277759677365,7.5729312398186766,141.82212681610145,36.05709357432512,128.60252757447483,33.595193286079166,225.07053157590704,111.20570089029218,659.7117867866456,7970.127776227485,8.935996104953247,136.16359724204113,391.06436511370987,1434.685938126046,499.7109347936476,177.63793900356956,143.37073634832768,1402.7756945462456,70.9005985128648
