Fp1_gamma,AF3_gamma,F3_gamma,F7_gamma,FC5_gamma,FC1_gamma,C3_gamma,T7_gamma,CP5_gamma,CP1_gamma,P3_gamma,P7_gamma,PO3_gamma,O1_gamma,Oz_gamma,Pz_gamma,Fp2_gamma,AF4_gamma,Fz_gamma,F4_gamma,F8_gamma,FC6_gamma,FC2_gamma,Cz_gamma,C4_gamma,T8_gamma,CP6_gamma,CP2_gamma,P4_gamma,P8_gamma,PO4_gamma,O2_gamma
42.161078540383315,10.435529617189815,18.42459880778587,15.12132794111486,2.6323183303081237,1.7391801642764513,9.39316539524156,14.931387172915166,4.506242745238035,2.3309403531590056,3.5348529403261373,4.6069425902600845,5.2414604582104305,7.143832130455512,5.465847353689024,4.9506300613166205,36.738709760315636,15.329823343846739,1.6677455568649093,3.5528345611027508,3.3699970899920872,2.621658645620954,2.8628496614590024,7.017461132682746,3.793507733268451,8.183797530589688,2.9731604900560535,5.135447349860912,4.223984519598965,4.266048406584101,4.2028380540290415,7.2482678485363365
47.53974385858693,12.055763212382548,25.8285300956525,18.960510862338346,4.5195885540112135,2.064635232277573,13.789735892681518,28.46599134628709,9.186308616125244,2.8019530567986006,4.696746679983468,9.144356992716746,7.02160915395654,10.243938094180677,6.580528921865051,5.601710478430992,42.07004063590526,18.127321352902463,1.898975763243212,4.68924742412899,4.234051629855381,3.145148080472317,3.108546229286212,7.944861509435651,4.767253530628974,8.707143501938198,3.5028715674707103,5.5658388963039105,4.601885028800803,3.946358783798666,4.593594649477206,6.98040689428393
48.57647273146196,12.802816399711464,24.292061271636694,19.968887268859618,4.537079648513289,2.034001991560636,13.653049870865543,28.15362514773019,7.633936853858723,2.702569489376266,4.165948410633287,7.957073529208602,5.97109487053639,9.001982911387922,6.800677626882241,5.449656972937266,40.4400737812699,18.067516757634433,1.8012551318860697,4.204518088816667,3.9444552195567257,3.3929167889581535,3.0258138998473734,7.985097846554807,4.827411830226739,8.634803668163874,3.729637033438833,5.1288381741405935,4.356171615162486,5.084217453668189,5.108515861235443,8.56247115124495
50.13802509531905,12.364271613952344,24.039050762796045,18.35541566973933,2.82093161859683,1.9357223965238466,12.118778854020444,19.920678370211906,5.618678177369653,2.6917285712774643,4.430334418327112,5.953934440696276,6.6719896636177065,9.846786452398678,6.91708170262334,5.711298658980433,43.244427857276044,18.39996556968137,1.835119954404316,4.270076244938545,3.7720572117449875,2.966427395405864,3.189943949432158,8.150696679568174,4.581754303770627,7.944659663187251,3.4264086158504097,5.695905637718572,4.737825722474967,4.5751128363643785,4.669748834917053,7.161106290255683
56.457433917011656,13.49550054078923,25.284156613922658,19.771077479249566,3.4563224172253757,2.0116570284140813,13.202668056267797,21.179031018453955,6.241473871896082,2.8550348207729503,5.022537790203801,6.939555075046427,7.451766814902057,10.444587597537268,7.250335707689553,6.302423738855082,50.54175131234769,21.17679906684289,1.8480304781608483,4.67482505729458,4.218648269015758,3.043420535524032,3.5629619511991035,9.356785376414956,4.785940630488024,8.31660270116507,3.86210278376537,6.599426480204192,5.363463337607501,5.657220064476041,4.959404594073005,8.401439054521697
85.66843097567995,20.888118533229168,51.307262953155,37.3063896529702,16.0781367695222,3.3012574360406193,38.77692350932692,89.38378801799571,27.204502780213062,6.18536503518007,8.536254912524212,23.024001540815892,9.795237406926244,14.517676314884744,9.810675170304416,9.770551257404408,75.8684802221412,34.795982277745345,2.4660035381351393,9.736453124666726,11.492927068634652,6.807738785650284,4.9058316699220335,13.573232055777316,7.929836428616151,14.062775626296364,5.599835978816824,9.145150144512831,7.638250105856199,6.7822982340349505,8.434967135941978,12.978807132674353
48.18317300493527,12.26043649692899,25.636566327104408,21.601074774086825,8.41629880160685,2.2463924331887863,20.504473869573467,52.92105034968783,16.109120321739482,3.5704267665823695,5.400413427261608,13.558153839743916,6.37491859296613,7.744646350791078,5.763420297353171,5.657944104394466,41.78939476690993,18.615207971639443,1.7930267392568577,4.843724035766357,5.0150813012058,3.1196289954798315,3.0372812775076143,7.952967412771175,4.638021471926483,7.894320629076748,3.621403532179376,5.307155576382025,4.7919536703715035,5.691463578306328,5.4299476421316655,8.594021347180613
52.996438778794705,14.312506583950011,37.07460139289816,41.03265183120496,26.344035259683558,3.4468232591428687,28.426190784018896,62.03345902761541,14.629129589811798,4.298680637830488,5.829961443035885,17.07420243833324,7.089555104343811,11.279698678398244,8.106312277838095,6.089565429949326,47.84472073435583,22.048694028003013,2.2103982797250397,5.826568002399816,5.620615683994277,3.409167588126325,3.4216222693959875,8.919685889373934,4.926833335195869,8.943397013138691,4.003029691498088,5.68950596735664,5.393284852797063,7.453978868314971,6.783195007634883,10.569452728021673
35.84597253707675,9.47381879887774,19.78199182636381,16.675716169975537,6.744845019926249,2.066986119246736,14.98863216012468,34.75719527552425,9.28328213217172,2.897551064102645,4.086002972558822,9.430704002696855,5.1710928240632,8.961055039291226,6.044040674421799,4.582909906511025,30.78742777017337,14.279232553974856,1.8014559895523223,4.456484416745864,9.200818692843294,8.943364716997507,2.6499285375870274,6.290487681367074,4.2828751133414995,9.974538059794405,3.092126633538233,4.13389713162162,3.518228184072861,4.001415208840515,3.9699877965629744,6.214278566033301
68.23849542559314,14.924290969080117,20.59197622829983,19.32218692674649,3.26670510547168,1.8597683933690385,11.112325606317858,21.656075080003085,6.134261098333937,2.7034231449982666,5.415224331424125,6.9470133155081095,8.056629814704477,7.94591168712905,6.388028264434865,6.640181538463545,58.21868197592181,21.790633792369796,1.765563879993418,4.213867894876074,4.430232981207268,2.9491691942871276,4.181700316179583,10.612096603007501,4.003742360279631,7.295183909691189,3.3288116435601216,8.184100280096775,6.852610095391555,5.342559204091178,5.0818384842535895,8.181396019359
